Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),19DA Temp (ºC),App message,
0,1000,,,,-0.017578125,0.0234375,-1,0.004627208,-0.007241345,15.45166492,-0.001754414,0,0,0.027108621,0,0,0,0,0.08984375,,,
0,1000,,,,-0.025390625,0.029296875,-1.0078125,0.004712887,-0.007247079,15.45127296,0.007493336,0,0,0.115781584,0,0,0,0,0.08984375,,,
0.06212,1000,,,,-0.009765625,0.013671875,-1.00390625,0.004914818,-0.00731815,15.44960022,0.001989075,0,0,0.030730414,0,0,0,0,0.08984375,,,
0.028825,1000,,,,-0.01171875,0.017578125,-1.013671875,0.004830011,-0.006986486,15.45079994,0.001989075,0,0,0.030732801,0,0,0,0,0.08984375,,,
0.091595,1000,,,,-0.017578125,0.021484375,-1.0078125,0.004814977,-0.007197545,15.44945621,-0.002272288,0,0,0.035105618,0,0,0,0,0.087890625,,,
0.121555,1000,,,,-0.01953125,0.025390625,-1.00390625,0.004847463,-0.007272923,15.45240021,0.004918763,0,0,0.076006688,0,0,0,0,0.08984375,,,
0.151275,1000,,,,-0.01953125,0.025390625,-0.994140625,0.00495556,-0.007933371,15.45040131,0.009801575,0,0,0.151438268,0,0,0,0,0.08984375,,,
0.18308,1000,,,,-0.01953125,0.0234375,-1.00390625,0.004864481,-0.007878103,15.45040131,-0.002893737,0,0,0.044709405,0,0,0,0,0.08984375,,,
0.215285,1000,,,,-0.025390625,0.03125,-1.009765625,0.004787662,-0.007871642,15.45159912,0.010778138,0,0,0.166539461,0,0,0,0,0.08984375,,,
0.2464,1000,,,,-0.01953125,0.025390625,-0.982421875,0.004765676,-0.007654122,15.45236301,-0.006711208,0,0,0.103704025,0,0,0,0,0.08984375,,,
0.277975,1000,,,,-0.0078125,0.013671875,-1.009765625,0.004789234,-0.006931567,15.45040131,0.006871888,0,0,0.10617342,0,0,0,0,0.08984375,,,
0.31171,1000,,,,0,0.00390625,-1.00390625,0.004781226,-0.007175281,15.45244503,-0.002568216,0,0,0.039685216,0,0,0,0,0.08984375,,,
0.342045,1000,,,,-0.025390625,0.02734375,-1,0.004810522,-0.007348301,15.4528017,0.005895325,0,0,0.091099289,0,0,0,0,0.08984375,25.125,,
0.374915,1000,,,,-0.009765625,0.013671875,-1.015625,0.004823817,-0.006889571,15.45200062,-0.000398078,0,0,0,0,0,0,0,0.08984375,,,
0.4089,1000,,,,-0.017578125,0.021484375,-1.009765625,0.004820599,-0.006845071,15.44909096,0.000391063,0,0,0,0,0,0,0,0.08984375,,,
0.440125,1000,,,,-0.0078125,0.013671875,-1,0.004805376,-0.006982905,15.45127296,0.003054416,0,0,0.047194614,0,0,0,0,0.087890625,,,
0.47051,1000,,,,0,0.005859375,-1.00390625,0.004883211,-0.006969257,15.45381832,-0.004047857,0,0,0.06255484,0,0,0,0,0.087890625,,,
0.503035,1000,,,,-0.01953125,0.025390625,-1.005859375,0.004797692,-0.007234157,15.44879913,-0.000940612,0,0,0.014531333,0,0,0,0,0.087890625,,,
0.53837,1000,,,,-0.0078125,0.013671875,-1,0.00479083,-0.007499058,15.45054531,0.003054416,0,0,0.047192391,0,0,0,0,0.087890625,,,
0.569415,1000,,,,-0.0078125,0.01171875,-1.009765625,0.004773884,-0.007602434,15.45199966,0.002314596,0,0,0.03576513,0,0,0,0,0.087890625,,,
0.601565,1000,,,,-0.01953125,0.025390625,-1.00390625,0.004853613,-0.007517364,15.45079994,0.005895325,0,0,0.091087488,0,0,0,0,0.087890625,,,
0.63263,1000,,,,-0.0078125,0.015625,-1.001953125,0.004822398,-0.007270043,15.45163631,-0.001384504,0,0,0.021392853,0,0,0,0,0.087890625,,,
0.66574,1000,,,,-0.009765625,0.013671875,-1.005859375,0.004675065,-0.00753279,15.45160103,-0.000940612,0,0,0.014533968,0,0,0,0,0.087890625,,,
0.69899,1000,,,,-0.0078125,0.01171875,-0.998046875,0.004765776,-0.007499058,15.45127296,0.00838112,0,0,0.12949898,0,0,0,0,0.087890625,,,
0.730455,1000,,,,-0.0078125,0.015625,-1.009765625,0.004745323,-0.006940532,15.45166683,0.005569805,0,0,0.086062764,0,0,0,0,0.087890625,,,
0.76565,1000,,,,-0.009765625,0.013671875,-1.015625,0.004868089,-0.007395682,15.45079994,0.005895325,0,0,0.091087488,0,0,0,0,0.0859375,,,
0.799115,1000,,,,-0.0078125,0.01171875,-1.015625,0.004808897,-0.006843617,15.45133305,0.001500794,0,0,0.023189265,0,0,0,0,0.0859375,,,
0.833285,1000,,,,-0.0078125,0.01171875,-1,0.004817911,-0.007321031,15.45199871,-0.003382019,0,0,0.052258948,0,0,0,0,0.0859375,,,
0.86987,1000,,,,-0.017578125,0.0234375,-1,0.004810465,-0.007214774,15.45272827,0.006605552,0,0,0.102073802,0,0,0,0,0.0859375,,,
0.90842,1000,,,,-0.017578125,0.021484375,-0.990234375,0.004849047,-0.007634739,15.45138359,-0.007325829,0,0,0.113194193,0,0,0,0,0.0859375,,,
0.94759,1000,,,,0,0.00390625,-1.00390625,0.004754685,-0.007537097,15.45138454,0.006195806,0,0,0.095733782,0,0,0,0,0.0859375,,,
0.983455,1000,,,,-0.0078125,0.01171875,-1.00390625,0.004771474,-0.007135816,15.45107651,0.0039422,0,0,0.060911235,0,0,0,0,0.0859375,,,
1.03113,1000,,,,-0.025390625,0.029296875,-1,0.004662751,-0.007066898,15.44999981,0.015335429,0,0,0.236932378,0,0,0,0,0.0859375,,,
1.06267,1000,,,,-0.005859375,0.0078125,-0.998046875,0.004866799,-0.007539978,15.45224857,0.001500794,0,0,0.023190639,0,0,0,0,0.0859375,,,
1.09341,1000,,,,-0.0078125,0.015625,-1,0.004917592,-0.0077295,15.45127296,0.004829984,0,0,0.074629405,0,0,0,0,0.0859375,,,
1.12421,1000,,,,-0.0234375,0.02734375,-1.0078125,0.004882973,-0.007202579,15.45119953,0.0039422,0,0,0.06091172,0,0,0,0,0.0859375,,,
1.15618,1000,,,,-0.017578125,0.021484375,-1.0078125,0.004780038,-0.006958488,15.4528017,-0.000940612,0,0,0.014535098,0,0,0,0,0.0859375,,,
1.189275,1000,,,,-0.009765625,0.013671875,-1.015625,0.004770478,-0.007421526,15.45319939,0.002965638,0,0,0.045828588,0,0,0,0,0.0859375,,,
1.218835,1000,,,,-0.017578125,0.021484375,-1.009765625,0.004618012,-0.007075863,15.45244503,-0.001483147,0,0,0.022918247,0,0,0,0,0.0859375,,,
1.24856,1000,,,,0,0.00390625,-1.015625,0.00459966,-0.007829995,15.45066643,-0.000398078,0,0,0,0,0,0,0,0.0859375,25.1875,,
1.28529,1000,,,,0,0.005859375,-1.00390625,0.004757992,-0.007225543,15.45244503,-0.001483147,0,0,0.022918247,0,0,0,0,0.083984375,,,
1.31557,1000,,,,-0.015625,0.017578125,-0.99609375,0.004800652,-0.007557207,15.45261288,-0.001316213,0,0,0.02033893,0,0,0,0,0.0859375,,,
1.34787,1000,,,,-0.01953125,0.0234375,-0.9921875,0.004865014,-0.007410758,15.45199966,0.009367547,0,0,0.144747334,0,0,0,0,0.0859375,,,
1.38955,1000,,,,0,0.00390625,-1.013671875,0.004714223,-0.007548592,15.4523325,-0.000940612,0,0,0.014534656,0,0,0,0,0.0859375,,,
1.41909,1000,,,,-0.005859375,0.009765625,-1.0078125,0.004866404,-0.006877376,15.45138359,-0.004321021,0,0,0.066765752,0,0,0,0,0.083984375,,,
1.45147,1000,,,,-0.009765625,0.013671875,-1.00390625,0.004839874,-0.006993674,15.45163631,0.001278848,0,0,0.019760287,0,0,0,0,0.083984375,,,
1.48172,1000,,,,-0.009765625,0.01171875,-1.001953125,0.004798962,-0.007167394,15.45040131,0.004918763,0,0,0.075996855,0,0,0,0,0.083984375,,,
1.51564,1000,,,,-0.0078125,0.01171875,-1.0078125,0.004751354,-0.007481829,15.45319939,-0.0038703,0,0,0.059808517,0,0,0,0,0.083984375,,,
1.54567,1000,,,,-0.009765625,0.013671875,-1.00390625,0.004846279,-0.00751198,15.44999981,0.000686992,0,0,0.010614027,0,0,0,0,0.083984375,,,
1.57611,1000,,,,0,0.00390625,-1,0.004597145,-0.007624697,15.44960022,0.001012513,0,0,0.015642914,0,0,0,0,0.083984375,,,
1.609565,1000,,,,-0.009765625,0.013671875,-1.005859375,0.004655385,-0.007475368,15.4508009,-0.001917175,0,0,0.029621888,0,0,0,0,0.083984375,,,
1.64347,1000,,,,-0.009765625,0.013671875,-0.9921875,0.004841541,-0.007481829,15.45199966,0.005569805,0,0,0.086064618,0,0,0,0,0.083984375,,,
1.67638,1000,,,,-0.0078125,0.009765625,-1.013671875,0.004850605,-0.007544285,15.45090961,-0.000496721,0,0,0,0,0,0,0,0.083984375,,,
1.70693,1000,,,,0,0.005859375,-0.994140625,0.004810039,-0.007588085,15.45163631,0.002166632,0,0,0.033478005,0,0,0,0,0.083984375,,,
1.739405,1000,,,,0,0.005859375,-1.013671875,0.004797287,-0.007424756,15.45127296,-0.000496721,0,0,0,0,0,0,0,0.08203125,,,
1.77088,1000,,,,-0.0078125,0.01171875,-1.0078125,0.004899809,-0.007212621,15.45320129,0.001012513,0,0,0.01564656,0,0,0,0,0.08203125,,,
1.80075,1000,,,,0,0.00390625,-1,0.004810376,-0.007416142,15.44981766,0.003054416,0,0,0.047190168,0,0,0,0,0.08203125,,,
1.83421,1000,,,,-0.01953125,0.021484375,-1.005859375,0.004630455,-0.007031713,15.4503994,0.002965638,0,0,0.045820285,0,0,0,0,0.08203125,,,
1.869065,1000,,,,-0.009765625,0.015625,-1.00390625,0.004759819,-0.006790502,15.45266628,-0.005823425,0,0,0.089987442,0,0,0,0,0.08203125,,,
1.90036,1000,,,,-0.015625,0.01953125,-1.00390625,0.004725939,-0.006865881,15.45236301,-0.002272288,0,0,0.035112223,0,0,0,0,0.08203125,,,
1.93285,1000,,,,0,0.00390625,-0.994140625,0.004792153,-0.007384914,15.45199966,0.003054416,0,0,0.047196833,0,0,0,0,0.08203125,,,
1.96459,1000,,,,0,0.00390625,-1.013671875,0.004666679,-0.006890648,15.45127296,0.006605552,0,0,0.102064189,0,0,0,0,0.08203125,,,
2.00928,1000,,,,-0.0078125,0.01171875,-1,0.004762922,-0.007308809,15.44920158,0.005895325,0,0,0.091078065,0,0,0,0,0.08203125,,,
2.04841,1000,,,,-0.005859375,0.01171875,-1.001953125,0.004740132,-0.006720858,15.45174789,0.003331848,0,0,0.051482883,0,0,0,0,0.08203125,,,
2.0856,1000,,,,0,0.00390625,-1.001953125,0.00491447,-0.007048942,15.45046043,0.009951816,0,0,0.153760132,0,0,0,0,0.08203125,,,
2.13053,1000,,,,0,0.00390625,-1,0.004948078,-0.006913261,15.4527998,0.001012513,0,0,0.015646154,0,0,0,0,0.08203125,,,
2.163395,1000,,,,0,0.00390625,-1.005859375,0.004739996,-0.00724331,15.45169163,0.001688594,0,0,0.026091635,0,0,0,0,0.080078125,25.125,,
2.194445,1000,,,,0,0.00390625,-1.00390625,0.004615575,-0.007156625,15.45127296,0.0039422,0,0,0.060912009,0,0,0,0,0.080078125,,,
2.22504,1000,,,,0,0.00390625,-1.015625,0.004693097,-0.007503365,15.45127201,0.0039422,0,0,0.060912005,0,0,0,0,0.080078125,,,
2.2568,1000,,,,0,0.00390625,-1.0078125,0.004879834,-0.007118586,15.45160103,0.010778138,0,0,0.166539481,0,0,0,0,0.080078125,,,
2.288715,1000,,,,0,0.00390625,-1.005859375,0.00472327,-0.007065095,15.45090866,-0.003160073,0,0,0.048826005,0,0,0,0,0.080078125,,,
2.32138,1000,,,,0,0.00390625,-0.994140625,0.004642032,-0.007646234,15.45309067,0.001278848,0,0,0.019762147,0,0,0,0,0.080078125,,,
2.351945,1000,,,,-0.0078125,0.013671875,-1.001953125,0.004599456,-0.00738276,15.45127296,-0.002272288,0,0,0.035109746,0,0,0,0,0.080078125,,,
2.38456,1000,,,,-0.025390625,0.02734375,-0.998046875,0.004644049,-0.00718535,15.45319939,3.59501E-05,0,0,0,0,0,0,0,0.080078125,,,
2.414225,1000,,,,0,0.005859375,-1.00390625,0.004801887,-0.006734507,15.44981766,0.012820041,0,0,0.198067295,0,0,0,0,0.080078125,,,
2.44463,1000,,,,0,0.00390625,-0.994140625,0.004853952,-0.007290879,15.4527998,-0.001917175,0,0,0.029625721,0,0,0,0,0.080078125,,,
2.478405,1000,,,,-0.009765625,0.013671875,-1.00390625,0.004904133,-0.006874495,15.45120049,0.008825013,0,0,0.136357038,0,0,0,0,0.080078125,,,
2.508645,1000,,,,-0.017578125,0.021484375,-1.0078125,0.00474461,-0.006799844,15.45090961,-0.002272288,0,0,0.03510892,0,0,0,0,0.080078125,,,
2.538895,1000,,,,-0.009765625,0.01171875,-1.005859375,0.004866037,-0.007183546,15.44981956,-0.000496721,0,0,0,0,0,0,0,0.080078125,,,
2.56858,1000,,,,0,0.00390625,-1,0.004754599,-0.007193964,15.45120049,-0.0038703,0,0,0.05980078,0,0,0,0,0.080078125,,,
2.60361,1016,,,,-0.01171875,0.015625,-1.01171875,0.004753986,-0.00735907,15.45120049,0.005895325,0,0,0.091089849,0,0,0,0,0.080078125,,,
2.636985,1016,,,,-0.0078125,0.013671875,-1.0078125,0.004687514,-0.006631858,15.45066738,-0.001754414,0,0,0.02710687,0,0,0,0,0.080078125,,,
2.673365,1016,,,,-0.0078125,0.01171875,-1.005859375,0.004661493,-0.007182469,15.45272732,-0.000496721,0,0,0,0,0,0,0,0.080078125,,,
2.70789,1016,,,,-0.0234375,0.029296875,-1.00390625,0.004594701,-0.006841464,15.45199966,0.000686992,0,0,0.010615401,0,0,0,0,0.080078125,,,
