Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),19DA Temp (ºC),App message,
0,1000,,,,0,0.01953125,-0.994140625,7.17715E-05,-0.000220024,15.47599983,0.0039422,0,0,0.061009487,0,0,0,0,0.0703125,,,
0,1000,,,,0,0.015625,-0.9921875,3.03765E-05,0.000868653,15.47200012,0.001772061,0,0,0.027417329,0,0,0,0,0.0703125,24.1875,,
0.058335,1000,,,,0,0.01953125,-1.021484375,0.00015448,8.14893E-05,15.47244644,0.005027269,0,0,0.077784152,0,0,0,0,0.0703125,,,
0.028135,1000,,,,0,0.017578125,-1,0.000124326,0.000643596,15.47422314,0.002857131,0,0,0.044211883,0,0,0,0,0.0703125,,,
0.087265,1000,,,,0,0.01953125,-1.009765625,8.76007E-05,-0.000193103,15.4751997,0.0039422,0,0,0.061006333,0,0,0,0,0.0703125,,,
0.118425,1000,,,,0,0.017578125,-0.978515625,0.000193165,-0.000117725,15.4732008,3.59501E-05,0,0,0,0,0,0,0,0.0703125,,,
0.146695,1000,,,,0,0.017578125,-0.986328125,0.000198331,0.000328811,15.47440052,0.005895325,0,0,0.091226621,0,0,0,0,0.0703125,,,
0.177805,1000,,,,0,0.01953125,-1.0078125,0.000146419,0.00134246,15.47319984,3.59501E-05,0,0,0,0,0,0,0,0.0703125,,,
0.20681,1000,,,,0,0.01953125,-1.00390625,-7.78482E-06,0.000342083,15.47400093,0.001989075,0,0,0.030778949,0,0,0,0,0.0703125,,,
0.23605,1000,,,,0,0.021484375,-1,7.42929E-05,0.000385506,15.47480011,3.59501E-05,0,0,0,0,0,0,0,0.0703125,,,
0.2703,1000,,,,0,0.01953125,-0.994140625,4.21394E-05,0.000502531,15.47160053,0.005895325,0,0,0.091210114,0,0,0,0,0.0703125,,,
0.29954,1000,,,,0,0.015625,-1.00390625,0.000211717,0.000251979,15.47433376,0.002314596,0,0,0.035816825,0,0,0,0,0.0703125,,,
0.32973,1000,,,,-0.009765625,0.03515625,-0.9921875,4.31267E-06,-0.00036755,15.47244453,0.001772061,0,0,0.027418117,0,0,0,0,0.072265625,,,
0.360135,1000,,,,-0.0078125,0.025390625,-0.99609375,2.06972E-05,0.000474533,15.47440052,0.009801575,0,0,0.151673498,0,0,0,0,0.072265625,,,
0.391975,1000,,,,0,0.015625,-1.001953125,2.61817E-05,-0.000354628,15.47454548,-0.002272288,0,0,0.035162628,0,0,0,0,0.072265625,,,
0.42458,1000,,,,0,0.01953125,-0.99609375,6.70368E-06,0.000439347,15.47360039,0.0039422,0,0,0.061000028,0,0,0,0,0.072265625,,,
0.45506,1000,,,,0,0.01953125,-1.013671875,5.44772E-05,0.000617752,15.47490883,0.010156689,0,0,0.15717383,0,0,0,0,0.072265625,,,
0.48505,1000,,,,0,0.021484375,-0.9921875,0.000115713,0.000977763,15.47527218,0.003054416,0,0,0.047267917,0,0,0,0,0.072265625,,,
0.51785,1000,,,,0,0.021484375,-0.9921875,-6.89297E-05,0.001141092,15.47160053,0.009801575,0,0,0.151646054,0,0,0,0,0.072265625,,,
0.549435,1000,,,,0,0.017578125,-1.00390625,0.000101954,0.000572875,15.47527409,0.004829984,0,0,0.07474533,0,0,0,0,0.072265625,,,
0.58257,1000,,,,0,0.01953125,-1.01171875,1.41951E-05,0.000700668,15.47480011,-0.0038703,0,0,0.059892118,0,0,0,0,0.072265625,,,
0.615515,1000,,,,0,0.021484375,-1.00390625,-0.000109236,0.000662629,15.47527409,0.004829984,0,0,0.07474533,0,0,0,0,0.072265625,,,
0.650525,1000,,,,0,0.017578125,-1.01171875,-0.000116087,0.00058725,15.47399998,0.002314596,0,0,0.035816052,0,0,0,0,0.072265625,,,
0.68078,1000,,,,0,0.017578125,-0.99609375,8.36532E-05,-0.000158644,15.47499943,0.006383606,0,0,0.098786304,0,0,0,0,0.072265625,,,
0.71239,1000,,,,0,0.01953125,-1.005859375,-0.000115141,0.000184515,15.47400093,0.005895325,0,0,0.091224265,0,0,0,0,0.072265625,,,
0.751105,1000,,,,0,0.01953125,-1,-4.61813E-05,0.000893421,15.47679901,0.006871888,0,0,0.106354823,0,0,0,0,0.072265625,,,
0.788705,1000,,,,0,0.017578125,-1,0.000110454,0.000593523,15.47514248,0.004639745,0,0,0.071800712,0,0,0,0,0.072265625,,,
0.82423,1000,,,,0,0.01953125,-1.009765625,6.39348E-05,0.000832041,15.4746666,-0.002568216,0,0,0.039742286,0,0,0,0,0.072265625,,,
0.86507,1000,,,,0,0.01953125,-0.99609375,0.000156247,0.000334545,15.47360039,3.59501E-05,0,0,0,0,0,0,0,0.072265625,,,
0.90654,1000,,,,0,0.01953125,-1,0.000213676,0.000460534,15.47433376,0.000686992,0,0,0.010630744,0,0,0,0,0.072265625,24.1875,,
0.937465,1000,,,,0,0.01953125,-0.99609375,-4.86E-07,0.000142869,15.47485638,0.004639745,0,0,0.071799385,0,0,0,0,0.072265625,,,
0.96712,1000,,,,0,0.017578125,-1,-2.38733E-05,0.000192403,15.47360039,0.001989075,0,0,0.030778153,0,0,0,0,0.072265625,,,
0.99769,1000,,,,0,0.01953125,-1.001953125,9.35323E-05,0.000224708,15.47239971,-0.013635925,0,0,0.210980481,0,0,0,0,0.072265625,,,
1.02881,1000,,,,0,0.017578125,-0.98828125,0.000196221,0.000670516,15.47440052,0.001989075,0,0,0.030779744,0,0,0,0,0.072265625,,,
1.060985,1000,,,,0,0.017578125,-0.99609375,6.41017E-05,0.000246245,15.47440052,0.006871888,0,0,0.10633834,0,0,0,0,0.072265625,,,
1.090805,1000,,,,0,0.01953125,-1,0.000115301,0.000627443,15.47309017,0.009268905,0,0,0.143418597,0,0,0,0,0.072265625,,,
1.123045,1000,,,,0,0.01953125,-1.001953125,8.12316E-05,0.000774619,15.4751997,-0.006799987,0,0,0.105231164,0,0,0,0,0.072265625,,,
1.15335,1000,,,,0,0.017578125,-1,6.86432E-06,0.000592984,15.47272682,-0.000496721,0,0,0,0,0,0,0,0.072265625,,,
1.183625,1000,,,,0,0.01953125,-1.01171875,0.000135771,0.001012949,15.4756012,0.008825013,0,0,0.136572375,0,0,0,0,0.072265625,,,
1.21569,1000,,,,0,0.01953125,-0.990234375,0.000163517,0.001008642,15.47200012,0.0039422,0,0,0.06099372,0,0,0,0,0.072265625,,,
1.248315,1000,,,,0,0.021484375,-1.005859375,2.2378E-05,0.001273542,15.47272682,0.001278848,0,0,0.019787258,0,0,0,0,0.072265625,,,
1.27888,1000,,,,0,0.017578125,-1.01171875,-4.14352E-05,0.000616675,15.47418213,0.0039422,0,0,0.061002322,0,0,0,0,0.072265625,,,
1.30869,1000,,,,0,0.01953125,-1,-0.000101293,0.000367577,15.4708004,-0.001917175,0,0,0.029660231,0,0,0,0,0.072265625,,,
1.337935,1000,,,,0,0.021484375,-1,3.86351E-05,0.000329161,15.4732008,-0.001917175,0,0,0.029664833,0,0,0,0,0.072265625,,,
1.37542,1000,,,,0,0.017578125,-1,0.000126355,0.000204598,15.47240162,-0.002893737,0,0,0.044773068,0,0,0,0,0.072265625,,,
1.404745,1000,,,,0,0.01953125,-1.009765625,-5.32218E-06,0.000409923,15.47333431,-0.001754414,0,0,0.027146638,0,0,0,0,0.072265625,,,
1.434145,1000,,,,0,0.017578125,-1.009765625,-4.31287E-05,0.000421768,15.47490883,0.011932257,0,0,0.184650586,0,0,0,0,0.072265625,,,
1.478975,1000,,,,0,0.017578125,-1.021484375,-4.49907E-05,0.000250552,15.4764452,0.001772061,0,0,0.027425206,0,0,0,0,0.072265625,,,
1.50924,1000,,,,0,0.017578125,-1.017578125,4.41635E-05,-4.39617E-05,15.47350025,0.002721497,0,0,0.042111083,0,0,0,0,0.0703125,,,
1.541135,1000,,,,0,0.017578125,-0.98828125,-0.000195029,0.000385156,15.47440052,0.006871888,0,0,0.10633834,0,0,0,0,0.0703125,,,
1.572315,1000,,,,0,0.017578125,-0.98828125,0.000107639,0.000385506,15.47454548,0.003054416,0,0,0.047265697,0,0,0,0,0.072265625,,,
1.604315,1000,,,,0,0.021484375,-1,0.000280444,-0.000134954,15.47480011,0.009801575,0,0,0.151677415,0,0,0,0,0.072265625,,,
1.63752,1000,,,,0,0.017578125,-0.99609375,0.00013964,0.000183788,15.47200012,0.004829984,0,0,0.074729517,0,0,0,0,0.072265625,,,
1.66762,1000,,,,0,0.01953125,-1.013671875,0.000119466,1.43757E-05,15.47236347,-0.000496721,0,0,0,0,0,0,0,0.072265625,,,
1.70103,1000,,,,0,0.01953125,-0.98046875,9.07226E-05,0.000362542,15.47559929,-0.002893737,0,0,0.044782321,0,0,0,0,0.072265625,,,
1.736345,1000,,,,0,0.01953125,-1.00390625,6.11759E-05,0.000221827,15.47272682,-0.000496721,0,0,0,0,0,0,0,0.072265625,,,
1.76668,1000,,,,0,0.01953125,-0.98828125,-9.00558E-06,0.000428579,15.4732008,0.002965638,0,0,0.045887905,0,0,0,0,0.072265625,,,
1.797515,1000,,,,0,0.017578125,-1,8.91348E-06,7.61051E-05,15.47377872,-0.002568216,0,0,0.039740006,0,0,0,0,0.072265625,24.1875,,
1.83509,1000,,,,0,0.01953125,-1.01171875,0.00010395,0.000442228,15.47333431,-0.000398078,0,0,0,0,0,0,0,0.072265625,,,
1.874835,1000,,,,0,0.01953125,-1.015625,1.14762E-05,0.00019313,15.47723007,0.000937392,0,0,0.014508233,0,0,0,0,0.072265625,,,
1.909515,1000,,,,0,0.017578125,-0.990234375,0.000174566,0.00010483,15.47169399,0.00018619,0,0,0,0,0,0,0,0.072265625,,,
1.948415,1000,,,,0,0.017578125,-1,7.33719E-05,0.000317315,15.47366714,-0.004195821,0,0,0.064924744,0,0,0,0,0.072265625,,,
1.983095,1000,,,,0,0.01953125,-1,0.000114325,4.11081E-05,15.47384644,-0.004321021,0,0,0.066862815,0,0,0,0,0.072265625,,,
2.01474,1000,,,,0,0.01953125,-1.00390625,0.000166526,0.000409923,15.47366714,0.002314596,0,0,0.035815282,0,0,0,0,0.072265625,,,
2.04686,1000,,,,0,0.01953125,-1.013671875,-7.27309E-05,0.000157944,15.47559929,0.00784845,0,0,0.121459468,0,0,0,0,0.072265625,,,
2.07888,1000,,,,0,0.017578125,-1.03125,3.58911E-05,0.000676977,15.47163773,-0.004047857,0,0,0.062626971,0,0,0,0,0.0703125,,,
2.10839,1000,,,,0,0.01953125,-0.99609375,0.000133443,0.000792198,15.47418118,0.002166632,0,0,0.033526852,0,0,0,0,0.0703125,,,
2.13784,1000,,,,0,0.017578125,-0.994140625,0.000177967,0.000529451,15.4732008,-0.005823425,0,0,0.090107023,0,0,0,0,0.0703125,,,
2.16782,1000,,,,0,0.01953125,-1.013671875,0.000105132,0.000704975,15.47422314,0.002857131,0,0,0.044211883,0,0,0,0,0.0703125,,,
2.20196,1000,,,,0,0.015625,-1,-1.11939E-05,0.001458757,15.47309017,-0.001384504,0,0,0.021422556,0,0,0,0,0.0703125,,,
2.231735,1000,,,,0,0.021484375,-0.994140625,-3.45169E-05,0.00065256,15.47599888,-0.004047857,0,0,0.062644624,0,0,0,0,0.0703125,,,
2.26095,1000,,,,0,0.015625,-0.990234375,2.67517E-05,-0.000104803,15.47200012,0.004918763,0,0,0.076103095,0,0,0,0,0.072265625,,,
2.28969,1000,,,,0,0.01953125,-1.001953125,9.14805E-05,0.000536989,15.47480011,0.00784845,0,0,0.121453196,0,0,0,0,0.072265625,,,
2.32089,1000,,,,0,0.0234375,-1.005859375,4.9158E-06,-0.000601222,15.4751997,0.012731263,0,0,0.19701883,0,0,0,0,0.072265625,,,
2.35225,1000,,,,0,0.01953125,-0.986328125,2.08936E-05,-0.00067337,15.47559929,-0.002893737,0,0,0.044782321,0,0,0,0,0.072265625,,,
2.38158,1000,,,,-0.01953125,0.03515625,-0.986328125,3.6457E-05,-0.001222554,15.47272873,0.002166632,0,0,0.033523705,0,0,0,0,0.072265625,,,
2.41264,1000,,,,0,0.0234375,-0.9921875,9.67096E-05,-0.000765251,15.47440052,-0.001917175,0,0,0.029667133,0,0,0,0,0.072265625,,,
2.442225,1000,,,,0,0.01953125,-1.00390625,0.000107748,-0.000246944,15.47200012,0.0039422,0,0,0.06099372,0,0,0,0,0.07421875,,,
2.4765,1000,,,,0,0.015625,-0.98828125,3.12715E-05,-0.000636758,15.47520161,0.001989075,0,0,0.030781338,0,0,0,0,0.07421875,,,
2.50989,1000,,,,0,0.021484375,-1,9.07129E-05,7.39514E-05,15.47563744,0.003054416,0,0,0.047269033,0,0,0,0,0.07421875,,,
2.545485,1016,,,,0,0.017578125,-1.01953125,4.18226E-05,0.000266354,15.47433376,0.000686992,0,0,0.010630744,0,0,0,0,0.07421875,,,
2.577555,1016,,,,0,0.01953125,-0.9921875,0.000107266,-4.66537E-05,15.47345543,-0.002272288,0,0,0.035160151,0,0,0,0,0.072265625,,,
2.60856,1016,,,,0,0.017578125,-0.998046875,0.000155466,-0.000619528,15.47418213,0.004829984,0,0,0.074740056,0,0,0,0,0.07421875,,,
2.640835,1016,,,,0,0.01953125,-1.01171875,-5.69444E-05,-3.58854E-05,15.47480011,-0.001917175,0,0,0.029667899,0,0,0,0,0.072265625,,,
2.67495,1016,,,,0,0.01953125,-1.005859375,-3.58204E-05,-0.00099642,15.4711113,0.007197409,0,0,0.111351909,0,0,0,0,0.072265625,,,
2.70405,1016,,,,0,0.017578125,-1.00390625,-5.43115E-05,1.36488E-05,15.47440052,0.009801575,0,0,0.151673498,0,0,0,0,0.072265625,24.1875,,
2.73525,1016,,,,-0.009765625,0.025390625,-1.00390625,0.000304824,-0.000222177,15.47399998,0.088170716,0,0,1.364353652,0,0,0,0,0.072265625,,,
2.77071,1016,,,,-0.009765625,0.0390625,-1.01953125,0.011234996,0.000665482,15.47018337,0.106925153,0,0,1.654151728,0,0,0,0,0.07421875,,,
2.801015,1016,,,,-0.0078125,0.033203125,-0.9921875,0.017920019,0.001287891,15.47230721,0.077559986,0,0,1.200031934,0,0,0,0,0.07421875,,,
2.835805,1016,,,,-0.009765625,0.03125,-1,0.014477229,0.001426452,15.47066784,0.070131437,0,0,1.084980167,0,0,0,0,0.076171875,,,
2.869525,1016,,,,-0.0078125,0.015625,-0.990234375,0.011992065,0.002135008,15.47000122,0.060094544,0,0,0.929662666,0,0,0,0,0.076171875,,,
2.913535,1016,,,,-0.017578125,0.02734375,-0.994140625,0.009947148,0.001096942,15.47236347,0.059872598,0,0,0.926370605,0,0,0,0,0.078125,,,
