Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),19DA Temp (ºC),App message
8.617465,1110,,,,0,-0.02734375,-0.984375,0.006440077,-0.031213052,15.39680004,0.158239075,1659,0,2.436375397,1.118578805,45.91159498,0.027904205,0.012811265,0.123046875,,
8.641845,1110,,,,-0.009765625,0.0390625,-1.013671875,0.006891071,-0.030352313,15.39550114,0.165075013,1657,0,2.541412543,1.195770531,47.05141374,0.025383058,0.011943088,0.12109375,24.0625,
8.671015,1110,,,,0,0.080078125,-1.005859375,0.006949845,-0.028630809,15.39657307,0.161587291,1656,0,2.48789054,1.205003062,48.43472986,0.023759947,0.011508066,0.12109375,,
8.693525,1110,,,,0.009765625,0.01171875,-1.0078125,0.007015505,-0.027635089,15.39400005,0.174352356,1657,0,2.683980182,1.217058658,45.34529226,0.022706456,0.010296309,0.12109375,,
8.727755,1110,,,,-0.015625,0.00390625,-0.9921875,0.006781944,-0.028488667,15.39485836,0.206230142,1658,0,3.174883829,1.177715244,37.09475077,0.024189775,0.008973137,0.12109375,,
8.750345,1110,,,,-0.0078125,0.0078125,-1.00390625,0.008106169,-0.031850536,15.39599991,0.174396747,1664,0,2.685012299,1.412885902,52.62120781,0.022542893,0.011862343,0.119140625,,
8.77354,1110,,,,-0.046875,0.138671875,-1.0078125,0.008089302,-0.032999516,15.39600086,0.171352916,1668,0,2.63814965,1.412896063,53.55632735,0.02335594,0.012508584,0.12109375,,
8.800845,1110,,,,-0.015625,0.005859375,-0.966796875,0.006404672,-0.034148496,15.39650154,0.166295716,1668,0,2.560372243,1.118555115,43.68720673,0.030529113,0.013337317,0.12109375,,
8.82393,1110,,,,0,0.009765625,-1.0078125,0.006358565,-0.036928876,15.39600086,0.177553305,1667,0,2.73361083,1.110255084,40.61496508,0.033261614,0.013509193,0.123046875,,
8.8522,1110,,,,-0.015625,0.052734375,-1.01171875,0.006312458,-0.038816562,15.39428616,0.174143099,1666,0,2.680808703,1.101613712,41.09258936,0.035236092,0.014479423,0.123046875,,
8.876835,1110,,,,0.01171875,0.03125,-0.990234375,0.006384866,-0.040704249,15.39640236,0.163121888,1665,0,2.511490214,1.112997341,44.31621251,0.036571739,0.01620721,0.123046875,,
8.90211,1110,,,,0,0.00390625,-0.98828125,0.006396285,-0.039189146,15.39450073,0.170568177,1663,0,2.62581192,1.114162867,42.43117562,0.035173624,0.014924582,0.123046875,,
8.92606,1110,,,,-0.0234375,0.04296875,-1.005859375,0.006755158,-0.03647876,15.39449978,0.186437317,1665,0,2.870109239,1.178023512,41.04455316,0.030966071,0.012709886,0.123046875,,
8.95281,1110,,,,0.0234375,0.03125,-1.01953125,0.007656331,-0.035124105,15.39200115,0.167167642,1669,0,2.573044542,1.338045401,52.00241891,0.026250309,0.013650796,0.125,,
8.97774,1110,,,,-0.041015625,0.033203125,-0.98828125,0.007389957,-0.032874254,15.39644527,0.163447403,1670,0,2.516509002,1.292286,51.35232973,0.025438837,0.013063436,0.125,,
9.00447,1110,,,,0,0.021484375,-1.00390625,0.006786964,-0.030505573,15.39450169,0.172399231,1669,0,2.654000257,1.186482897,44.70545523,0.025710925,0.011494186,0.125,,
9.02839,1110,,,,0,0.033203125,-1.03125,0.006698007,-0.029261832,15.39511108,0.16778768,1667,0,2.583109965,1.169604579,45.278931,0.025018568,0.01132814,0.125,,
9.05183,1110,,,,-0.046875,0.03125,-0.953125,0.006534961,-0.0284639,15.39400196,0.167516419,1667,0,2.57874808,1.140621965,44.23161667,0.024954718,0.011037875,0.125,,
9.07643,1110,,,,0,0.0390625,-1.001953125,0.006753199,-0.029671028,15.39485836,0.165772551,1666,0,2.55204494,1.178069403,46.16178127,0.025186146,0.011626374,0.125,,
9.10969,1110,,,,0,0.064453125,-1.013671875,0.006753199,-0.030617564,15.39500046,0.158971497,1664,0,2.447366268,1.177060345,48.09498115,0.02601189,0.012510413,0.123046875,,
9.13611,1110,,,,-0.017578125,0.04296875,-1.005859375,0.006224444,-0.032139127,15.39599991,0.170845606,1664,0,2.630338941,1.084314888,41.2233903,0.029640031,0.012218626,0.123046875,,
9.171375,1110,,,,0.01171875,0.0078125,-0.974609375,0.006515961,-0.033289184,15.39600182,0.168737122,1663,0,2.597877036,1.134998639,43.68946735,0.029329713,0.012813995,0.12109375,,
9.19933,1110,,,,-0.017578125,0.056640625,-1.01171875,0.006735628,-0.036590751,15.39500046,0.162633606,1662,0,2.503744444,1.172559997,46.83225558,0.031205866,0.014614411,0.12109375,,
9.22471,1110,,,,0,0.013671875,-1.025390625,0.00691811,-0.038673344,15.3955574,0.169957825,1662,0,2.616595452,1.204319957,46.02621915,0.032112184,0.014780024,0.12109375,,
9.248225,1110,,,,-0.0234375,0.076171875,-1.025390625,0.006653602,-0.038610887,15.39550114,0.172399231,1661,0,2.654172562,1.157117768,43.596177,0.033368157,0.014547241,0.12109375,,
9.276605,1110,,,,-0.01171875,0.044921875,-1,0.006762453,-0.035042266,15.39700031,0.165075013,1664,0,2.54166002,1.178112814,46.35210079,0.029744406,0.013787157,0.12109375,,
9.299545,1110,,,,-0.01953125,0.021484375,-0.982421875,0.006871305,-0.034046197,15.3955574,0.153681778,1659,0,2.366016642,1.193753388,50.45414164,0.028520293,0.014389669,0.123046875,,
9.32564,1110,,,,-0.015625,0.0546875,-1.044921875,0.006780242,-0.033050127,15.3937149,0.167167642,1662,0,2.573331026,1.180396995,45.87039066,0.027999162,0.012843325,0.123046875,,
9.34934,1110,,,,0.009765625,0.013671875,-1.013671875,0.00672851,-0.029149842,15.39333439,0.177553305,1659,0,2.733137389,1.169275527,42.7814398,0.024929831,0.010665341,0.12109375,,
9.37388,1110,,,,0,-0.001953125,-0.978515625,0.006873285,-0.028267916,15.39650154,0.166295716,1661,0,2.560372243,1.195270668,46.68347233,0.023649803,0.011040549,0.12109375,,
9.399225,1110,,,,-0.01171875,0.03125,-0.998046875,0.006555244,-0.02742691,15.39450073,0.168737122,1661,0,2.597623747,1.139880217,43.88165215,0.024061222,0.010558462,0.12109375,,
9.426805,1110,,,,-0.0234375,0.046875,-0.986328125,0.006462502,-0.028418673,15.39500046,0.168737122,1660,0,2.597708069,1.123126871,43.23529977,0.025303172,0.010939902,0.12109375,,
9.45148,1110,,,,-0.01953125,0.02734375,-0.994140625,0.006535591,-0.030750741,15.3955574,0.1601922,1659,0,2.466248212,1.135732448,46.05101961,0.027075691,0.012468632,0.12109375,,
9.475605,1110,,,,0.0234375,-0.0234375,-1.005859375,0.006514454,-0.033431326,15.39542866,0.176933267,1660,0,2.723963493,1.132139412,41.56220943,0.029529336,0.012273045,0.12109375,,
9.500685,1110,,,,-0.01171875,0.068359375,-1.015625,0.006480568,-0.035681904,15.39428711,0.176933267,1659,0,2.723761515,1.126161062,41.3458027,0.031684548,0.013100231,0.12109375,,
9.52519,1110,,,,0,0.05078125,-1.017578125,0.006726232,-0.037134551,15.3937149,0.168562734,1658,0,2.594806665,1.16799395,45.01275436,0.031793444,0.014311105,0.119140625,,
9.5495,1110,,,,-0.01171875,0.015625,-1.00390625,0.00697853,-0.038587197,15.39485836,0.164377474,1657,0,2.530567934,1.210972084,47.85376703,0.031864646,0.015248434,0.119140625,24.0625,
9.577555,1110,,,,-0.01171875,0.060546875,-1.01953125,0.006847445,-0.038372908,15.39485836,0.169957825,1658,0,2.616476644,1.188584965,45.42692814,0.032284531,0.01466587,0.119140625,,
9.60075,1110,,,,-0.03125,0.048828125,-0.994140625,0.006853924,-0.036980564,15.39644527,0.166702622,1657,0,2.566627792,1.189197247,46.33306204,0.031097082,0.01440823,0.119140625,,
9.625405,1110,,,,0,0,-0.984375,0.006873664,-0.033993432,15.39428711,0.172748008,1658,0,2.659332431,1.193111301,44.8650679,0.028491417,0.012782694,0.12109375,,
9.650965,1110,,,,-0.01171875,0.044921875,-1.0078125,0.006966222,-0.03334841,15.39550018,0.167516419,1659,0,2.578999056,1.210335641,46.93044139,0.027553026,0.012930757,0.12109375,,
9.67529,1110,,,,-0.03125,0.072265625,-0.98828125,0.00687153,-0.032703387,15.39466667,0.164532476,1659,0,2.532922627,1.194079796,47.14237153,0.027387941,0.012911325,0.123046875,,
9.701735,1110,,,,0.01171875,0.00390625,-1.015625,0.006782087,-0.028734185,15.39543056,0.176933267,1660,0,2.72396383,1.178664697,43.27020367,0.024378591,0.010548666,0.123046875,,
9.7299,1110,,,,-0.037109375,0.037109375,-0.98046875,0.006829416,-0.027994401,15.3973341,0.165617549,1660,0,2.550068734,1.186927098,46.54490613,0.023585611,0.010977901,0.123046875,,
9.7562,1110,,,,0,0.041015625,-1.015625,0.006657998,-0.027254617,15.3955574,0.1601922,1660,0,2.466248212,1.157469262,46.93239135,0.023546731,0.011051044,0.123046875,,
9.7789,1110,,,,-0.0234375,0.048828125,-1.0234375,0.006503173,-0.028173155,15.39422226,0.177553305,1661,0,2.733295033,1.131013707,41.37913007,0.02490965,0.010307396,0.123046875,,
9.802965,1110,,,,-0.01171875,0.0078125,-0.986328125,0.006524486,-0.029955312,15.39314365,0.17972345,1661,0,2.766508885,1.13478948,41.0188265,0.026397242,0.010827839,0.123046875,,
9.82657,1110,,,,0,0.080078125,-1.0546875,0.006612302,-0.031055834,15.39500141,0.1601922,1662,0,2.466159146,1.15066266,46.65808618,0.026989521,0.012592794,0.123046875,,
9.851315,1110,,,,-0.01171875,0.02734375,-0.98046875,0.006615049,-0.032663544,15.39550114,0.166295716,1662,0,2.56020588,1.150973295,44.95627885,0.028379064,0.012758171,0.123046875,,
9.877435,1110,,,,-0.0234375,0.05859375,-0.998046875,0.006622852,-0.034271255,15.39450073,0.167516419,1660,0,2.578831632,1.151410103,44.64851791,0.029764594,0.01328945,0.123046875,,
9.907065,1110,,,,-0.009765625,0.03125,-1.013671875,0.007024337,-0.035333011,15.39400005,0.183385559,1662,0,2.823037312,1.222183298,43.29320386,0.028909748,0.012515956,0.123046875,,
9.93289,1110,,,,0,0.025390625,-0.998046875,0.0072343,-0.036645669,15.39640045,0.17191095,1660,0,2.646809829,1.257513299,47.510527,0.029141377,0.013845222,0.123046875,,
9.95742,1110,,,,-0.01171875,0.048828125,-1.0078125,0.007166841,-0.037958327,15.39150143,0.163854309,1660,0,2.521963837,1.24613861,49.41143849,0.030460758,0.015051099,0.123046875,,
9.9816,1110,,,,-0.01171875,0.0234375,-1.025390625,0.007265753,-0.039600496,15.3920002,0.166295716,1661,0,2.559623689,1.264087486,49.38567693,0.031327338,0.015471218,0.125,,
10.00542,1110,,,,-0.01171875,0.056640625,-1,0.006937121,-0.038311528,15.39650154,0.176061341,1661,0,2.710728703,1.206698764,44.51565968,0.031749041,0.014133295,0.123046875,,
10.028835,1110,,,,-0.01171875,0.01953125,-0.998046875,0.006653191,-0.035970495,15.39542961,0.154611849,1659,0,2.380315843,1.156022099,48.56591206,0.031115751,0.015111648,0.123046875,,
10.060965,1110,,,,-0.01171875,0.01953125,-0.984375,0.006411857,-0.033361332,15.39700222,0.158971497,1659,0,2.447684491,1.114018091,45.51314089,0.029946849,0.013629752,0.123046875,,
10.085725,1110,,,,-0.009765625,0.052734375,-1.015625,0.006384682,-0.029937356,15.39490986,0.162855559,1659,0,2.507146652,1.109322576,44.24641753,0.026987061,0.011940808,0.123046875,,
10.12277,1110,,,,-0.0234375,0.056640625,-1.01953125,0.006294057,-0.028307759,15.39485836,0.167167642,1659,0,2.573522175,1.093187342,42.47825619,0.025894701,0.010999617,0.125,,
10.15154,1110,,,,-0.0078125,0.03125,-1.021484375,0.006559734,-0.027000485,15.39446068,0.168455415,1657,0,2.59328027,1.138297315,43.89411079,0.023720064,0.010411711,0.123046875,,
10.176685,1110,,,,-0.01171875,0.033203125,-1.017578125,0.006667114,-0.027878103,15.39288998,0.193286815,1659,0,2.975242674,1.158452379,38.93639967,0.024064954,0.009370027,0.12109375,,
10.20443,1110,,,,0,-0.001953125,-0.9453125,0.007551246,-0.029227374,15.39400101,0.167516419,1664,0,2.57874792,1.315576416,51.0160922,0.022216401,0.01133394,0.123046875,,
10.229485,1110,,,,-0.01953125,0.064453125,-1.04296875,0.00762136,-0.033575621,15.39840126,0.167028138,1667,0,2.571966284,1.33005087,51.71338668,0.025243862,0.013054456,0.125,,
10.252245,1110,,,,-0.01171875,0.04296875,-1.017578125,0.007030896,-0.035594681,15.39500141,0.166295716,1667,0,2.560122778,1.227094384,47.9310756,0.029007289,0.013903505,0.123046875,,
10.27602,1110,,,,-0.01171875,0.0234375,-0.990234375,0.007101893,-0.037613741,15.39600086,0.165772551,1666,0,2.552234335,1.239161672,48.55203361,0.030354184,0.014737573,0.123046875,,
10.299015,1110,,,,-0.015625,0.033203125,-1.013671875,0.007119853,-0.039529425,15.39500141,0.167516419,1666,0,2.578915504,1.242473604,48.17814319,0.031815103,0.015327926,0.123046875,,
10.323505,1110,,,,-0.01171875,0.04296875,-1.00390625,0.006801544,-0.039142842,15.39542961,0.158797109,1663,0,2.444749709,1.184618653,48.455621,0.033042568,0.016010982,0.123046875,,
10.34951,1110,,,,-0.01171875,-0.001953125,-1.00390625,0.006448129,-0.037796802,15.39450169,0.179113098,1663,0,2.757356897,1.122653987,40.71485952,0.033667366,0.013707621,0.123046875,,
10.376375,1110,,,,0,0.0234375,-0.984375,0.007022386,-0.036333388,15.39500141,0.17972345,1665,0,2.766842767,1.224245336,44.24701507,0.029678192,0.013131714,0.123046875,,
10.401965,1110,,,,-0.0234375,0.060546875,-1.03125,0.0075725,-0.034869973,15.39714336,0.168562734,1668,0,2.595384576,1.322536006,50.95722686,0.026365992,0.013435378,0.123046875,,
10.425045,1110,,,,0,0.017578125,-1.01953125,0.006742064,-0.03059495,15.39400101,0.174840638,1670,0,2.691496951,1.178735672,43.79479871,0.025955735,0.011367262,0.123046875,,
10.44949,1110,,,,-0.0234375,0.056640625,-0.986328125,0.00676485,-0.029650569,15.3953352,0.17972345,1668,0,2.766902756,1.181930084,42.7167193,0.025086567,0.010716159,0.123046875,24.0625,
10.474355,1110,,,,-0.01171875,0.060546875,-1.02734375,0.006811836,-0.028706187,15.39600086,0.157402017,1667,0,2.423361593,1.189344903,49.07830951,0.024136133,0.011845606,0.123046875,,
10.501675,1110,,,,0.01171875,0.01171875,-0.994140625,0.006528937,-0.028418673,15.39299965,0.169957825,1667,0,2.616160741,1.139600824,43.56004608,0.024937392,0.01086274,0.123046875,,
10.528075,1110,,,,-0.0234375,0.009765625,-0.98828125,0.006660736,-0.030106068,15.39822197,0.16778768,1666,0,2.583631933,1.162369037,44.98973024,0.025900611,0.011652615,0.123046875,,
10.553525,1110,,,,-0.01953125,0.068359375,-1.013671875,0.006959701,-0.032963981,15.39750099,0.177282044,1665,0,2.729700445,1.213444308,44.45338719,0.027165631,0.012076043,0.125,,
10.57626,1110,,,,-0.01171875,0.0234375,-1.01953125,0.006890369,-0.035011038,15.39299965,0.168737122,1663,0,2.597370459,1.19999839,46.20050969,0.029175904,0.013479416,0.123046875,,
10.599025,1110,,,,0,0,-0.98828125,0.007065567,-0.037058096,15.39350033,0.169957825,1663,0,2.616245836,1.230339484,47.02690654,0.03012022,0.014164608,0.123046875,,
10.623735,1110,,,,-0.01171875,0.044921875,-0.99609375,0.007145389,-0.039140689,15.3937149,0.1601922,1662,0,2.465953058,1.243660805,50.43327168,0.031472158,0.015872439,0.12109375,,
10.64931,1110,,,,-0.01171875,0.03515625,-1.015625,0.007144763,-0.039876165,15.39500141,0.167516419,1662,0,2.578915504,1.243432559,48.21532762,0.032069423,0.015462377,0.12109375,,
10.674205,1110,,,,-0.03125,0.04296875,-0.986328125,0.006258592,-0.037215313,15.39450073,0.174840638,1661,0,2.691584323,1.088850695,40.45389498,0.034178527,0.013826546,0.12109375,,
10.69906,1110,,,,0,0.03125,-0.97265625,0.006431218,-0.035269478,15.39750099,0.166295716,1661,0,2.560538447,1.118326012,43.67542357,0.031537742,0.013774243,0.123046875,,
10.729955,1110,,,,-0.01171875,0.05859375,-1.009765625,0.006547134,-0.033323642,15.39800072,0.165075013,1661,0,2.541825162,1.139092938,44.81397679,0.029254542,0.013110124,0.123046875,,
10.75501,1110,,,,0.01953125,0.017578125,-1.013671875,0.006474679,-0.030271901,15.39560127,0.1601922,1660,0,2.466255239,1.125373441,45.63085859,0.026899427,0.012274439,0.12109375,,
10.777235,1110,,,,-0.0234375,0.013671875,-1.00390625,0.006729166,-0.029327519,15.39400101,0.169957825,1660,0,2.61633093,1.169682332,44.70697182,0.025073063,0.011209407,0.12109375,,
10.803225,1110,,,,0,0.060546875,-0.998046875,0.006756979,-0.028383137,15.39750099,0.174840638,1662,0,2.69210889,1.175786011,43.67527687,0.024139713,0.010543087,0.123046875,,
10.82644,1110,,,,-0.009765625,0.0234375,-1.01171875,0.006787244,-0.027384914,15.39700031,0.174840638,1660,0,2.692021351,1.180174175,43.83970338,0.023204129,0.010172621,0.123046875,,
10.848735,1110,,,,0,0.005859375,-1.005859375,0.007030281,-0.028374523,15.39485836,0.183908724,1661,0,2.831248762,1.223007483,43.19675117,0.023200612,0.010021911,0.12109375,,
10.874025,1110,,,,0.0234375,0.013671875,-0.974609375,0.007161684,-0.031887149,15.39600182,0.171352916,1660,0,2.638149813,1.245169332,47.19858312,0.025608684,0.012086936,0.12109375,,
10.90213,1110,,,,0,0.01953125,-1.0078125,0.007139153,-0.03271954,15.39600086,0.168872752,1661,0,2.59996504,1.241690469,47.75796789,0.026350802,0.012584608,0.12109375,,
10.92632,1110,,,,-0.01953125,0.015625,-0.994140625,0.006884409,-0.033551931,15.3955574,0.166702622,1659,0,2.566479782,1.195876858,46.59599761,0.028056343,0.013073133,0.119140625,,
10.951055,1110,,,,0,0.033203125,-1.009765625,0.006837323,-0.035884349,15.39550018,0.163854309,1661,0,2.522619051,1.18939133,47.14906633,0.030170347,0.014225037,0.119140625,,
10.976295,1110,,,,-0.01953125,0.072265625,-0.99609375,0.006783495,-0.038310451,15.3930006,0.171178528,1658,0,2.634951187,1.177934313,44.70421761,0.032523419,0.01453934,0.119140625,,
11.001915,1110,,,,0.01171875,0.021484375,-1.021484375,0.006363641,-0.039127767,15.39450073,0.166295716,1657,0,2.560039517,1.104124365,43.12919227,0.035437826,0.015284048,0.119140625,,
11.0261,1110,,,,0,0.04296875,-1.005859375,0.006358282,-0.038028321,15.39500046,0.168737122,1657,0,2.597708069,1.103255298,42.47033419,0.034469194,0.014639182,0.119140625,,
11.05621,1110,,,,-0.0234375,0.087890625,-1.02734375,0.006430295,-0.036928876,15.39550114,0.180944153,1656,0,2.785725916,1.115419408,40.04052954,0.033107615,0.013256464,0.119140625,,
11.08443,1110,,,,-0.01953125,0.052734375,-0.998046875,0.006463425,-0.033799602,15.39680004,0.167028138,1656,0,2.571698835,1.121181208,43.59690926,0.030146422,0.013142908,0.119140625,,
11.11157,1110,,,,-0.03125,0.015625,-0.998046875,0.006722955,-0.03219943,15.39511108,0.168872752,1655,0,2.599814781,1.16529483,44.82222497,0.027632003,0.012385278,0.119140625,,
11.13652,1110,,,,-0.01171875,0.0390625,-0.994140625,0.007128974,-0.030531417,15.3955574,0.174298101,1657,0,2.683416422,1.236676945,46.08591253,0.024688272,0.011377816,0.119140625,,
11.175335,1110,,,,-0.037109375,0.07421875,-1.03125,0.007180711,-0.028863404,15.39650154,0.165075013,1657,0,2.541577685,1.246027544,49.02575086,0.023164339,0.011356491,0.119140625,,
11.207635,1110,,,,0,0.009765625,-0.9921875,0.007039791,-0.027533167,15.39446068,0.166201809,1657,0,2.558587207,1.221683662,47.74836906,0.022537067,0.010761082,0.119140625,,
11.234135,1110,,,,-0.025390625,0.0625,-0.978515625,0.007068638,-0.029729177,15.39636326,0.153089934,1658,0,2.357028237,1.227230255,52.06684568,0.024224612,0.012612992,0.119140625,,
11.259915,1110,,,,0,0.015625,-1.001953125,0.006955758,-0.031541485,15.39550209,0.166295716,1658,0,2.560206038,1.208004574,47.18388112,0.026110402,0.012319901,0.119140625,,
11.286525,1110,,,,-0.009765625,0,-0.994140625,0.006837704,-0.032623702,15.39500046,0.169957825,1658,0,2.616500795,1.187050524,45.36786407,0.027482993,0.012468447,0.119140625,,
11.31506,1110,,,,0.01171875,0.033203125,-0.9921875,0.006656898,-0.036903032,15.39542961,0.175538176,1657,0,2.70248563,1.155386247,42.75272491,0.031939996,0.013655219,0.12109375,,
11.339355,1110,,,,0,0.01953125,-0.984375,0.006615888,-0.038773489,15.39550018,0.173619934,1657,0,2.672965732,1.147941095,42.94634538,0.033776549,0.014505794,0.12109375,24.0625,
11.38291,1110,,,,-0.01171875,0.04296875,-1.013671875,0.006292834,-0.040008615,15.3937149,0.175538176,1657,0,2.702184633,1.091714553,40.4011828,0.036647506,0.014806026,0.12109375,,
11.409045,1110,,,,0,0.01953125,-1.02734375,0.006337522,-0.038178539,15.39571381,0.172050455,1657,0,2.648839561,1.099575716,41.51160125,0.034721155,0.014413308,0.119140625,,
11.4323,1110,,,,-0.03125,0.041015625,-0.9921875,0.006830306,-0.034839822,15.39650059,0.174840638,1658,0,2.691933979,1.185864047,44.0524937,0.029379272,0.012942302,0.119140625,,
11.455565,1110,,,,-0.015625,0.0234375,-0.982421875,0.006754409,-0.033761913,15.39700127,0.174840638,1659,0,2.692021518,1.17344093,43.5895821,0.028771719,0.012541472,0.12109375,,
11.483725,1110,,,,-0.01171875,0.080078125,-1.0234375,0.006841539,-0.032684004,15.39485741,0.169957825,1659,0,2.616476482,1.188831248,45.43634372,0.027492551,0.01249161,0.12109375,,
11.509365,1110,,,,-0.01953125,0.0234375,-1.01171875,0.006899498,-0.031432725,15.39333439,0.166702622,1659,0,2.566109199,1.198361295,46.69954402,0.026229757,0.012249177,0.119140625,,
11.53574,1110,,,,0,-0.017578125,-0.96484375,0.007138281,-0.029557961,15.39350128,0.214513489,1659,0,3.30211367,1.240447978,37.56527187,0.023828457,0.008951225,0.12109375,,
11.565735,1110,,,,-0.009765625,0.05078125,-1.0390625,0.008130931,-0.027683197,15.39466667,0.180808523,1665,0,2.78348694,1.417872124,50.93870224,0.019524466,0.00994551,0.12109375,,
11.590105,1110,,,,-0.0234375,0.060546875,-0.9921875,0.00825997,-0.027723039,15.39680195,0.163121888,1669,0,2.511555396,1.443946196,57.49211018,0.019199496,0.011038195,0.12109375,,
11.62842,1110,,,,-0.01171875,-0.02734375,-0.98046875,0.00686269,-0.028742799,15.39599991,0.171178528,1670,0,2.635464604,1.200221209,45.54116217,0.023947918,0.01090616,0.123046875,,
11.655225,1110,,,,-0.0078125,0.046875,-1.009765625,0.00666202,-0.03101976,15.39633274,0.178095841,1668,0,2.742022827,1.163989439,42.45002733,0.02664952,0.011312729,0.123046875,,
11.679165,1110,,,,-0.01171875,0.0078125,-0.970703125,0.006556116,-0.032985517,15.39511108,0.169957825,1668,0,2.616519596,1.145225533,43.76904093,0.028802639,0.012606639,0.123046875,,
11.7073,1110,,,,-0.037109375,0.091796875,-1.044921875,0.006435698,-0.036765197,15.39500237,0.171178528,1668,0,2.635293846,1.123921643,42.64881674,0.032711531,0.013951081,0.125,,
11.73647,1110,,,,-0.025390625,0.041015625,-0.998046875,0.006272831,-0.038247995,15.39644527,0.178638377,1667,0,2.750396,1.094964907,39.81117292,0.034930795,0.013906359,0.125,,
11.763495,1110,,,,-0.037109375,0.037109375,-1.02734375,0.006306587,-0.039465892,15.39599895,0.174840638,1665,0,2.691846273,1.099918423,40.86111581,0.035880745,0.014661273,0.125,,
11.8015,1110,,,,-0.01953125,0.017578125,-1.01171875,0.006605265,-0.03789264,15.39600182,0.173619934,1666,0,2.673052826,1.152349067,43.10985011,0.032882953,0.014175792,0.125,,
11.83128,1110,,,,-0.0078125,0.03125,-1.00390625,0.006710866,-0.035312201,15.39476967,0.162445807,1667,0,2.500815782,1.171621616,46.84957703,0.030139595,0.014120273,0.125,,
11.859135,1110,,,,-0.017578125,0.025390625,-1.005859375,0.007016482,-0.032079552,15.39644527,0.168872752,1667,0,2.600040089,1.224792243,47.10666761,0.026191831,0.012338099,0.125,,
11.884885,1110,,,,-0.01171875,0.048828125,-1.0078125,0.006943705,-0.029643031,15.3955555,0.171042898,1666,0,2.633300426,1.211405116,46.0033008,0.024469957,0.011256988,0.125,,
11.909705,1110,,,,0.01171875,0.0234375,-0.9609375,0.006885216,-0.027539978,15.39511299,0.159107127,1665,0,2.449472203,1.200617463,49.01535365,0.022938179,0.011243229,0.125,,
11.934725,1110,,,,0,0.03515625,-0.99609375,0.006918386,-0.0280967,15.39550114,0.162633606,1665,0,2.503825871,1.20614539,48.17209551,0.023294621,0.011221507,0.123046875,,
11.96231,1110,,,,-0.0234375,0.046875,-0.98828125,0.00625367,-0.029886395,15.39550018,0.174840638,1665,0,2.691759068,1.090080096,40.49694153,0.027416696,0.011102923,0.123046875,,
11.98781,1110,,,,-0.03125,0.048828125,-1.017578125,0.006394395,-0.031334734,15.39644527,0.177553305,1665,0,2.733689737,1.115008207,40.7876648,0.028102693,0.011462432,0.123046875,,
12.030985,1110,,,,0,0.00390625,-0.974609375,0.006512956,-0.032783073,15.39500141,0.168737122,1665,0,2.59770823,1.13548136,43.71088895,0.02887152,0.012619998,0.123046875,,
12.062825,1110,,,,0.005859375,0.0234375,-1.01171875,0.006348627,-0.035156949,15.39685631,0.1601922,1664,0,2.466456286,1.106311255,44.8542819,0.031778533,0.014254033,0.123046875,,
12.089125,1110,,,,-0.01953125,0.052734375,-1.01171875,0.006533872,-0.036289238,15.39600182,0.161967763,1663,0,2.49365597,1.137896935,45.63167289,0.031891498,0.014552624,0.123046875,,
12.128655,1110,,,,-0.01953125,0.021484375,-1.0078125,0.006647974,-0.037513596,15.39450073,0.162633606,1664,0,2.503663171,1.158456125,46.27044637,0.032382405,0.014983483,0.123046875,,
12.15617,1110,,,,-0.015625,0.01953125,-1.009765625,0.006890062,-0.035519303,15.39630699,0.177469843,1662,0,2.732380187,1.199352558,43.89405851,0.029615398,0.0129994,0.125,,
12.185735,1110,,,,0.009765625,0.017578125,-1,0.007018365,-0.032611856,15.39599991,0.161277273,1665,0,2.483024877,1.223497156,49.27446224,0.026654624,0.013133923,0.125,,
12.210625,1110,,,,-0.037109375,0.072265625,-1.0078125,0.00676723,-0.031365962,15.3955555,0.1601922,1663,0,2.466247906,1.178753731,47.79542756,0.026609427,0.01271809,0.125,,
12.2383,1110,,,,0.01171875,0.0234375,-0.99609375,0.006549556,-0.027780111,15.39657307,0.169957825,1664,0,2.616768072,1.141167362,43.6098015,0.024343591,0.010616192,0.125,,
12.26465,1110,,,,-0.03125,0.029296875,-0.99609375,0.006548926,-0.027496905,15.39600182,0.169957825,1663,0,2.616670983,1.140586135,43.58920713,0.024107697,0.010508354,0.125,24.0625,
12.29983,1110,,,,0.0234375,0.01953125,-1.01171875,0.006304973,-0.029244603,15.39550018,0.169957825,1664,0,2.616585727,1.09885316,41.9956873,0.02661375,0.011176627,0.125,,
12.32919,1110,,,,-0.0078125,0.03125,-1.00390625,0.006453789,-0.032895063,15.3938179,0.201030263,1666,0,3.094623259,1.125836182,36.38039554,0.029218339,0.010629747,0.125,,
12.36186,1110,,,,0,0.072265625,-0.998046875,0.008109402,-0.034708448,15.39680195,0.165075013,1672,0,2.541627275,1.419718156,55.85862925,0.024447422,0.013655995,0.126953125,,
12.387165,1110,,,,-0.0078125,0.044921875,-1.01953125,0.007030893,-0.037134551,15.39600086,0.170934388,1673,0,2.631705978,1.231509087,46.79508643,0.030153696,0.014110448,0.125,,
