Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),19DA Temp (ºC),App message
19.41914,1311,,,,0.078125,0.021484375,-1.033203125,0.03794243,-0.189604267,15.36066723,1.542028138,3737,0,23.68658108,14.84758446,62.68352706,0.012770041,0.008004712,0.609375,,
19.45715,1311,,,,-0.080078125,0.015625,-0.98828125,0.038209561,-0.193238952,15.35840034,1.626500794,3765,0,24.98045035,15.06669475,60.31394365,0.01282557,0.007735607,0.619140625,,
19.501715,1311,,,,-0.052734375,0.068359375,-0.81640625,0.039612752,-0.196037962,15.35781956,1.682741948,3782,0,25.84324721,15.68959046,60.71060008,0.012494779,0.007585655,0.634765625,24.125,
19.539965,1324,,,,-0.02734375,-0.052734375,-1.109375,0.040782173,-0.201336352,15.35833359,1.627477356,3835,0,24.99534014,16.37785467,65.5236319,0.012293207,0.008054955,0.654296875,,
19.584285,1324,,,,0.1484375,-0.03515625,-0.953125,0.039649338,-0.204983582,15.36092281,1.580339381,3855,0,24.27547124,16.00826657,65.9442052,0.012804858,0.008444062,0.677734375,,
19.62545,1324,,,,-0.228515625,0.076171875,-0.94921875,0.038582147,-0.207547142,15.3525362,1.806025573,3886,0,27.72707299,15.70046823,56.62504743,0.013219169,0.007485361,0.703125,,
19.65767,1324,,,,0,0.126953125,-1.146484375,0.043296602,-0.211526951,15.35514545,1.803607413,3936,0,27.69465416,17.84770653,64.44459072,0.011851772,0.007637826,0.73046875,,
19.687485,1324,,,,-0.125,0.05078125,-0.830078125,0.042947342,-0.216126639,15.35520172,1.758825013,3975,0,27.00711286,17.87938488,66.20250366,0.012088035,0.008002582,0.75390625,,
19.72023,1324,,,,0.05078125,0.11328125,-0.962890625,0.041954874,-0.219275296,15.35560131,1.7539422,3992,0,26.93283715,17.53890054,65.12087992,0.012502226,0.008141559,0.767578125,,
19.75002,1324,,,,0,0.01171875,-0.99609375,0.04100176,-0.221578639,15.35720062,1.75003595,4003,0,26.87565318,17.18637851,63.94776116,0.012892689,0.008244586,0.775390625,,
19.78144,1324,,,,-0.041015625,-0.046875,-0.931640625,0.040794504,-0.222077913,15.35720062,1.709020325,4012,0,26.245768,17.14128714,65.31067079,0.012955731,0.008461475,0.779296875,,
19.811485,1324,,,,-0.01953125,0.201171875,-1.048828125,0.040486166,-0.22329834,15.35491085,1.722248265,4014,0,26.44496857,17.01861009,64.35481309,0.013120833,0.008443888,0.78125,,
19.84342,1324,,,,0,-0.08984375,-0.951171875,0.040284974,-0.222175204,15.3560009,1.705873677,4020,0,26.19539771,16.95883619,64.73975457,0.013100852,0.008481459,0.77734375,,
19.87325,1324,,,,-0.03515625,-0.0078125,-1.09375,0.039867274,-0.222828141,15.35680199,1.722203919,4021,0,26.44754456,16.78842977,63.47821715,0.013272721,0.008425287,0.775390625,,
19.902505,1324,,,,-0.041015625,-0.12109375,-0.984375,0.03993388,-0.22299575,15.3560009,1.730016419,4025,0,26.56613368,16.83096327,63.35495962,0.013249138,0.008393986,0.771484375,,
19.933725,1324,,,,0.125,-0.05078125,-0.9609375,0.040157274,-0.223434021,15.35422421,1.721607157,4026,0,26.43394228,16.9314376,64.05188229,0.0131964,0.008452543,0.76953125,,
19.965845,1324,,,,-0.01953125,0.09375,-1.013671875,0.04051902,-0.223999358,15.35563755,1.731570073,4026,0,26.58936244,17.08349161,64.24934652,0.013112036,0.008424397,0.771484375,,
19.995795,1324,,,,-0.11328125,0.134765625,-0.994140625,0.04042043,-0.223815219,15.35640144,1.678258606,4029,0,25.77201288,17.05338201,66.17015942,0.013124389,0.008684429,0.771484375,,
20.02495,1324,,,,-0.125,0.05859375,-0.962890625,0.039851424,-0.223393101,15.3579998,1.6992547,4028,0,26.09715335,16.80810362,64.40588902,0.013290797,0.008560056,0.76953125,,
20.060705,1324,,,,0.01953125,0.0703125,-1.115234375,0.040033359,-0.223254567,15.3560009,1.657588073,4024,0,25.45392394,16.87138543,66.28206113,0.013232735,0.008770929,0.76953125,,
20.09288,1324,,,,-0.04296875,0.134765625,-0.9765625,0.039567761,-0.223335652,15.35633469,1.721064636,4025,0,26.42924456,16.67737452,63.10197206,0.013391535,0.008450323,0.771484375,,
20.12401,1324,,,,0.125,-0.0078125,-1.060546875,0.039935804,-0.22316589,15.35560131,1.725621888,4023,0,26.49796172,16.82566595,63.4979631,0.013263421,0.008422002,0.76953125,,
20.15512,1324,,,,-0.009765625,0.015625,-0.974609375,0.040285407,-0.223561787,15.3563652,1.73201389,4025,0,26.59743783,16.98056674,63.84286654,0.013165744,0.008405388,0.76171875,,
20.193695,1324,,,,-0.03125,0.087890625,-0.94140625,0.040252513,-0.224146884,15.35720062,1.713903138,4027,0,26.32075433,16.97387501,64.48855832,0.013205404,0.008515975,0.755859375,,
20.228415,1324,,,,-0.0859375,0.115234375,-0.998046875,0.039728383,-0.224316323,15.35566998,1.706823059,4025,0,26.20941161,16.74604967,63.89326826,0.013395178,0.008558617,0.74609375,,
20.26934,1324,,,,0.052734375,-0.1171875,-0.982421875,0.03942836,-0.223986813,15.35963726,1.736008951,4024,0,26.66446776,16.61279889,62.30313327,0.013482786,0.008400198,0.74609375,,
20.313495,1324,,,,-0.203125,0.12890625,-0.94140625,0.040172914,-0.223879829,15.3574295,1.699324437,4024,0,26.09725525,16.9273837,64.86269737,0.013225897,0.008578673,0.744140625,,
20.34499,1324,,,,-0.02734375,0.052734375,-1.03515625,0.039780425,-0.223806066,15.35685921,1.704904863,4024,0,26.18198394,16.7612468,64.01824569,0.013352591,0.008548094,0.744140625,,
20.376115,1324,,,,-0.025390625,-0.00390625,-1.0703125,0.040002298,-0.223589085,15.3560009,1.714011618,4025,0,26.32036395,16.86110739,64.06107236,0.013260641,0.008494909,0.740234375,,
20.406135,1324,,,,-0.025390625,0.07421875,-1.083984375,0.039928956,-0.222672324,15.35733414,1.713469097,4025,0,26.31431745,16.83160642,63.96368235,0.013229416,0.008462022,0.736328125,24.125,
20.44232,1324,,,,0.03125,-0.02734375,-0.94921875,0.039998672,-0.223722612,15.35750198,1.721471497,4024,0,26.43750193,16.85658714,63.76013583,0.013272118,0.00846232,0.73046875,,
20.474695,1324,,,,0.177734375,-0.05859375,-1.05859375,0.039773748,-0.224332099,15.35833454,1.721878358,4025,0,26.44518387,16.76441575,63.39307693,0.013381444,0.008482909,0.728515625,,
20.51114,1324,,,,-0.087890625,0.09375,-1.015625,0.040058834,-0.222652941,15.35563946,1.711594888,4026,0,26.282634,16.88958793,64.26139757,0.013182852,0.008471485,0.73046875,,
20.542865,1324,,,,-0.0703125,-0.025390625,-0.982421875,0.040070867,-0.223319877,15.35866833,1.711705872,4026,0,26.28952276,16.89423617,64.26223983,0.013218702,0.008494634,0.724609375,,
20.587925,1324,,,,0.09765625,-0.056640625,-0.974609375,0.039849801,-0.223317723,15.35644531,1.706416198,4027,0,26.20448703,16.80425441,64.1273931,0.013289356,0.008522118,0.724609375,,
20.624895,1324,,,,-0.013671875,0.05078125,-1.015625,0.039879248,-0.222748617,15.35775185,1.697972962,4026,0,26.07704739,16.81496899,64.48187458,0.013247043,0.008541942,0.7265625,,
20.66269,1324,,,,-0.0703125,0.10546875,-0.9609375,0.039764615,-0.223240191,15.35633469,1.717402526,4025,0,26.37300798,16.75883851,63.54541931,0.013320744,0.008464722,0.732421875,,
20.702065,1324,,,,-0.0703125,0.013671875,-0.927734375,0.039811402,-0.222131054,15.35666752,1.729202577,4025,0,26.55478905,16.77992266,63.18981722,0.013237907,0.008365009,0.736328125,,
20.740725,1324,,,,-0.0390625,-0.01171875,-0.88671875,0.040004855,-0.220730473,15.35784721,1.695273348,4028,0,26.03574907,16.87275858,64.80611924,0.013082062,0.008477977,0.732421875,,
20.78312,1324,,,,0.078125,-0.0859375,-1.021484375,0.039752911,-0.221954454,15.35800076,1.710078308,4026,0,26.26338394,16.76097591,63.81879787,0.013242335,0.008451099,0.728515625,,
20.813535,1324,,,,-0.01953125,-0.05078125,-0.9296875,0.039746969,-0.222096057,15.35626793,1.702835389,4026,0,26.14919648,16.75757983,64.08449241,0.013253469,0.008493418,0.732421875,,
20.84431,1324,,,,-0.15625,0.00390625,-1.0546875,0.039785515,-0.221918918,15.35822201,1.720522114,4024,0,26.4241606,16.76437617,63.44336316,0.013237529,0.008398334,0.732421875,,
20.87598,1324,,,,0.009765625,-0.00390625,-1.001953125,0.039766937,-0.221353581,15.354002,1.724645325,4027,0,26.48020777,16.76845055,63.32446747,0.013200598,0.008359209,0.734375,,
20.90548,1324,,,,-0.01953125,0.064453125,-0.966796875,0.040356277,-0.221782861,15.35745621,1.7226922,4024,0,26.45617002,17.00732877,64.28492394,0.013040429,0.00838303,0.73828125,,
20.93753,1324,,,,0.01953125,0.029296875,-1.03515625,0.040363261,-0.222565017,15.3560009,1.704245993,4024,0,26.170403,17.00983377,64.99645333,0.013084491,0.008504455,0.734375,,
20.968125,1324,,,,-0.16796875,0.15234375,-0.95703125,0.040020296,-0.222584024,15.35454655,1.721804448,4028,0,26.43752655,16.88127887,63.85347299,0.013185258,0.008419245,0.73046875,,
21.000255,1324,,,,-0.01953125,-0.080078125,-0.998046875,0.039790855,-0.222987136,15.35644531,1.666811177,4024,0,25.59629468,16.76937581,65.51485682,0.013297283,0.008711696,0.7265625,,
21.031555,1324,,,,0.09765625,0.046875,-0.958984375,0.039127101,-0.222810158,15.35672951,1.711594888,4026,0,26.28449972,16.49483626,62.75499413,0.013507873,0.008476865,0.72265625,,
21.05454,1324,,,,0.03125,-0.0546875,-1.087890625,0.039869482,-0.222498254,15.3560009,1.731481263,4027,0,26.58862783,16.81257749,63.2322119,0.013234036,0.008368174,0.724609375,,
21.080325,1324,,,,-0.07421875,0.0234375,-1.017578125,0.04001853,-0.223672001,15.35714531,1.7247848,4026,0,26.4877708,16.8732935,63.70220292,0.013255978,0.00844435,0.72265625,,
21.13306,1324,,,,-0.037109375,-0.03515625,-1.03515625,0.039926382,-0.223718305,15.35900116,1.708043763,4026,0,26.23384613,16.83433307,64.1702821,0.013289407,0.00852785,0.72265625,,
21.15546,1324,,,,-0.083984375,0.0625,-0.955078125,0.039853648,-0.223672647,15.35711288,1.713740417,4027,0,26.31810504,16.80679378,63.8601972,0.013308466,0.008498813,0.724609375,,
21.181375,1324,,,,0.265625,-0.14453125,-1.09765625,0.04005976,-0.223614929,15.3565731,1.697580644,4028,0,26.06902126,16.8967366,64.8153854,0.013234208,0.008577803,0.7265625,,
21.204675,1324,,,,0.01953125,0.09375,-0.96484375,0.039979714,-0.224457011,15.35750103,1.709264466,4026,0,26.25003079,16.85362324,64.20420369,0.013318027,0.008550733,0.7265625,,
21.22994,1324,,,,-0.1875,0.138671875,-1.01171875,0.039528524,-0.224219031,15.35828686,1.696185538,4027,0,26.05050405,16.66861678,63.9857745,0.013451568,0.00860709,0.728515625,,
21.2607,1324,,,,0,0.009765625,-1.01171875,0.039741043,-0.223847524,15.35657215,1.698975631,4028,0,26.09044186,16.76203669,64.24589042,0.013354435,0.008579675,0.724609375,,
21.294395,1324,,,,0.017578125,-0.048828125,-1,0.039893647,-0.223449796,15.35600281,1.723234722,4027,0,26.46199722,16.82487141,63.58126057,0.013280922,0.008444177,0.716796875,,
21.32401,1324,,,,0.041015625,0.09765625,-1.046875,0.0399418,-0.223901366,15.35760212,1.698766419,4030,0,26.08897875,16.85674961,64.61253149,0.013282594,0.00858222,0.712890625,24.125,
21.35349,1324,,,,0.01953125,-0.013671875,-0.958984375,0.039822408,-0.223981052,15.3577795,1.716724345,4027,0,26.36507395,16.79260759,63.69262463,0.013338075,0.00849537,0.712890625,,
21.384945,1324,,,,-0.125,0.064453125,-0.927734375,0.039719435,-0.222802997,15.35511303,1.704245993,4028,0,26.16888985,16.75241728,64.01653785,0.013299752,0.008514041,0.71875,,
21.41838,1324,,,,-0.041015625,0.0078125,-0.98828125,0.040015441,-0.222632858,15.35720062,1.727575013,4028,0,26.53071606,16.87736984,63.61445277,0.013191206,0.008391513,0.71875,,
21.450025,1324,,,,0.04296875,0.01953125,-0.98828125,0.039924737,-0.2223195,15.35745525,1.716477701,4027,0,26.36072948,16.83593575,63.86748805,0.013205058,0.008433739,0.720703125,,
21.48116,1324,,,,-0.01953125,0.0234375,-1.0234375,0.039865201,-0.222202125,15.35760212,1.704625794,4029,0,26.1789647,16.81789175,64.24200476,0.013212246,0.008487812,0.724609375,,
21.51335,1324,,,,0.04296875,-0.021484375,-1.0390625,0.039980013,-0.221548488,15.36000061,1.693883606,4027,0,26.01805323,16.86170847,64.80772532,0.013139148,0.008515183,0.728515625,,
21.542915,1324,,,,-0.15625,0.03125,-0.9765625,0.03959434,-0.221726865,15.35818386,1.715589949,4027,0,26.34834587,16.69811202,63.37442246,0.013278559,0.00841521,0.734375,,
21.57201,1324,,,,-0.08203125,0.01171875,-0.978515625,0.039905707,-0.221263128,15.35555553,1.70695872,4028,0,26.21129941,16.83393339,64.22395596,0.013143876,0.008441517,0.73828125,,
21.605715,1324,,,,0.09375,-0.021484375,-0.939453125,0.039967233,-0.221692407,15.35760021,1.709508606,4026,0,26.25394973,16.85011681,64.18126408,0.013156728,0.008444154,0.74609375,,
21.63555,1324,,,,-0.10546875,0,-0.904296875,0.039767435,-0.221844617,15.35760212,1.715367981,4025,0,26.34393895,16.76046764,63.62172217,0.013236183,0.008421088,0.75390625,,
21.668125,1324,,,,0.03125,-0.076171875,-0.951171875,0.039886915,-0.222280357,15.35680103,1.724645325,4025,0,26.48503511,16.81262002,63.47969694,0.013221042,0.008392677,0.759765625,,
21.69086,1324,,,,-0.05078125,0.013671875,-0.974609375,0.03968372,-0.222348574,15.35963726,1.686293074,4024,0,25.90084993,16.72110802,64.5581441,0.013297478,0.008584605,0.763671875,,
21.713675,1324,,,,-0.171875,0.14453125,-0.96484375,0.039175424,-0.2220406,15.3565731,1.74222345,4025,0,26.75458178,16.51298467,61.72021228,0.013446424,0.008299162,0.76953125,,
21.736705,1324,,,,-0.109375,0.08984375,-1.041015625,0.039873609,-0.221198518,15.35650063,1.686681458,4023,0,25.90152486,16.79818272,64.85403007,0.013168003,0.008539981,0.76953125,,
21.761085,1324,,,,0.01171875,0.033203125,-0.98828125,0.040160409,-0.221395578,15.3565731,1.706648656,4024,0,26.20827485,16.92303895,64.57135788,0.013082495,0.008447545,0.76953125,,
21.79622,1324,,,,-0.1484375,0.19921875,-0.978515625,0.039806569,-0.222215047,15.35650063,1.730016419,4027,0,26.56699822,16.7867946,63.18664404,0.013237491,0.008364326,0.767578125,,
21.827345,1324,,,,0.078125,0,-1.04296875,0.039945053,-0.221881229,15.35854721,1.692063638,4027,0,25.98763927,16.84441369,64.81702135,0.013172393,0.008537952,0.76171875,,
21.8589,1324,,,,-0.009765625,0.076171875,-0.970703125,0.039747457,-0.221482801,15.35800171,1.680700013,4028,0,25.81219367,16.76475202,64.94896262,0.013211218,0.008580549,0.75390625,,
21.89529,1324,,,,0.041015625,0.05078125,-1.03125,0.039654046,-0.220432513,15.3541832,1.808363387,4032,0,27.76594272,16.74163773,60.29558548,0.013166723,0.007938953,0.744140625,,
21.928385,1324,,,,0.0859375,-0.01953125,-0.982421875,0.040988713,-0.220506492,15.35781956,1.682298013,4039,0,25.83642933,17.33841314,67.10839535,0.012717801,0.008534712,0.73828125,,
21.95876,1324,,,,0.01953125,-0.01953125,-0.970703125,0.039266307,-0.220856085,15.3570919,1.697390386,4038,0,26.06698015,16.60609178,63.70546832,0.013299703,0.008472638,0.73828125,,
21.98855,1324,,,,-0.15625,0.08203125,-0.98828125,0.039197216,-0.219826634,15.35680199,1.717321106,4037,0,26.37256018,16.5692437,62.82758895,0.01326715,0.00833543,0.736328125,,
22.02027,1324,,,,-0.14453125,0.048828125,-1.0390625,0.039501486,-0.220625643,15.35822392,1.686342427,4038,0,25.89922459,16.70204686,64.48859814,0.013209497,0.00851862,0.734375,,
22.05005,1324,,,,0.052734375,0.0078125,-0.9921875,0.03948229,-0.222204279,15.3545475,1.78128595,4036,0,27.35083973,16.6857384,61.00631119,0.013317018,0.008124221,0.734375,,
22.08226,1324,,,,-0.041015625,0.115234375,-1.044921875,0.040433123,-0.22173478,15.3577776,1.714011618,4042,0,26.32340923,17.11337228,65.0119904,0.012956814,0.008423483,0.734375,,
22.114585,1324,,,,-0.052734375,0.197265625,-1.0078125,0.039690945,-0.222577563,15.3578186,1.705380389,4040,0,26.19092266,16.79292586,64.1173512,0.013254246,0.008498271,0.732421875,,
22.148735,1324,,,,0.05078125,-0.025390625,-1.076171875,0.039546875,-0.223347874,15.35640144,1.723668763,4036,0,26.46934947,16.71569115,63.1511219,0.01336157,0.008437981,0.736328125,,
22.17923,1324,,,,0.0078125,0.009765625,-0.984375,0.039680022,-0.222996827,15.35760021,1.703649231,4034,0,26.1639638,16.76366531,64.07158119,0.013302391,0.008523052,0.734375,,
22.209595,1324,,,,-0.11328125,-0.046875,-1.044921875,0.039882198,-0.222917841,15.35900116,1.689122864,4033,0,25.94324003,16.84291056,64.92215523,0.013235114,0.008592521,0.732421875,24.125,
22.243935,1324,,,,-0.03125,0.14453125,-1.044921875,0.03936898,-0.222600553,15.3577795,1.707501241,4029,0,26.22342756,16.61166548,63.34665993,0.013400255,0.008488614,0.732421875,,
22.27436,1324,,,,0.1328125,0.005859375,-1.07421875,0.039575403,-0.222848224,15.35781956,1.718697139,4028,0,26.39544054,16.6947214,63.24850453,0.013348424,0.008442679,0.73046875,,
22.30696,1324,,,,0.05078125,0.068359375,-1.02734375,0.039718075,-0.222087981,15.3577795,1.702075907,4027,0,26.14010648,16.74755149,64.06841342,0.013260922,0.008496063,0.734375,,
22.33951,1324,,,,-0.0703125,0.0625,-0.994140625,0.039561393,-0.22301621,15.3552742,1.687624761,4027,0,25.91394095,16.68327291,64.37952814,0.013367653,0.008606032,0.736328125,,
22.369905,1324,,,,-0.103515625,0.134765625,-0.9921875,0.039574192,-0.222589785,15.3578186,1.700941512,4027,0,26.12275119,16.68876361,63.88593409,0.013337704,0.008520917,0.740234375,,
22.40232,1324,,,,-0.04296875,-0.052734375,-0.94140625,0.039387471,-0.222248052,15.3604002,1.686559388,4029,0,25.90622715,16.61820104,64.14751533,0.013373773,0.008578943,0.751953125,,
22.43371,1324,,,,0.10546875,-0.03125,-1.078125,0.039439189,-0.222848224,15.35680103,1.723180481,4025,0,26.4625398,16.62397394,62.82078014,0.013405232,0.008421271,0.755859375,,
22.46967,1324,,,,-0.125,0.046875,-0.908203125,0.039828691,-0.222531636,15.35680103,1.706578919,4026,0,26.2075929,16.79375822,64.07974315,0.013250854,0.008491113,0.759765625,,
22.50264,1324,,,,-0.16796875,0.12890625,-0.994140625,0.039648747,-0.223511553,15.35933399,1.684850403,4024,0,25.87818007,16.70739604,64.5617118,0.013378001,0.008637066,0.76171875,,
22.535445,1324,,,,-0.1328125,0.16015625,-0.9140625,0.039323075,-0.221565341,15.35709286,1.713814327,4024,0,26.31920575,16.56937942,62.95546902,0.013371976,0.00841839,0.7578125,,
22.57431,1324,,,,0.125,0.021484375,-1.044921875,0.039754044,-0.221325584,15.35672855,1.699165889,4024,0,26.09362933,16.75116359,64.19637293,0.01321255,0.008481978,0.7578125,,
22.61219,1324,,,,0.1484375,-0.037109375,-1.0703125,0.03971028,-0.222469179,15.35600185,1.726823756,4028,0,26.51710879,16.7483139,63.16040724,0.013283079,0.008389647,0.75,,
22.648545,1324,,,,-0.078125,0.009765625,-0.904296875,0.039640755,-0.221892697,15.35533524,1.713333436,4026,0,26.30880929,16.71431183,63.53123645,0.013275611,0.00843416,0.748046875,,
22.68727,1324,,,,0.0078125,0.0546875,-1.083984375,0.039810115,-0.222054222,15.35600281,1.702754089,4028,0,26.14749657,16.79329544,64.22525152,0.01322279,0.00849237,0.7421875,,
22.730425,1324,,,,-0.015625,0.12890625,-1.064453125,0.039985676,-0.222602168,15.35666752,1.708857604,4029,0,26.24235807,16.86894195,64.28134968,0.013195977,0.008482552,0.740234375,,
22.761925,1324,,,,-0.0625,0.109375,-0.970703125,0.039537099,-0.221390194,15.35573483,1.709020325,4028,0,26.24326292,16.67819379,63.55228706,0.013274231,0.008436077,0.734375,,
22.79334,1324,,,,-0.125,-0.033203125,-1.017578125,0.039564908,-0.221060683,15.35880089,1.702184388,4025,0,26.14351108,16.6783123,63.79522722,0.01325438,0.008455662,0.73046875,,
22.824945,1324,,,,0.0703125,0.009765625,-1.0703125,0.039509826,-0.221916388,15.35760021,1.701696106,4026,0,26.13396848,16.65697117,63.736861,0.013322733,0.008491492,0.7265625,,
22.85814,1324,,,,0.0625,0.001953125,-1.005859375,0.039700795,-0.221533789,15.3579998,1.701207825,4027,0,26.12714944,16.74020808,64.07207997,0.013233634,0.008479065,0.728515625,,
22.890405,1324,,,,-0.10546875,0.060546875,-0.97265625,0.039346143,-0.221650787,15.35709286,1.69383926,4025,0,26.01244681,16.58425774,63.75508566,0.013365132,0.008520951,0.73046875,,
22.92133,1324,,,,0.017578125,-0.091796875,-1.037109375,0.039391177,-0.22158117,15.3570919,1.698278138,4020,0,26.08061344,16.58358719,63.58587859,0.013361474,0.008496011,0.736328125,,
22.95403,1324,,,,0.009765625,0.046875,-1.029296875,0.039881665,-0.222534866,15.35680103,1.703649231,4023,0,26.16260228,16.80061088,64.21613075,0.013245641,0.008505838,0.736328125,,
22.98514,1324,,,,-0.009765625,0.056640625,-0.9765625,0.039766495,-0.223155498,15.35672855,1.711150953,4023,0,26.27768069,16.7524006,63.75144288,0.013320807,0.008492207,0.736328125,,
23.01563,1324,,,,0.115234375,0.015625,-1.10546875,0.040057819,-0.222762078,15.3560009,1.743308493,4023,0,26.77024679,16.87653847,63.04214752,0.013199512,0.008321256,0.73828125,,
23.047295,1324,,,,-0.103515625,0.009765625,-1.013671875,0.04038339,-0.224423253,15.35854721,1.706712076,4031,0,26.21261799,17.04799171,65.03734848,0.013164205,0.00856165,0.73828125,,
23.079935,1324,,,,-0.0703125,-0.00390625,-0.958984375,0.04084171,-0.225787976,15.35850048,1.704992005,4028,0,26.18612052,17.22926718,65.79541696,0.013104909,0.008622429,0.734375,,
23.109845,1324,,,,-0.01953125,0.064453125,-0.953125,0.039349491,-0.225159806,15.35422421,1.743851014,4029,0,26.77547946,16.6015282,62.00272989,0.013562595,0.008409179,0.732421875,24.125,
23.14098,1324,,,,0.01953125,0.095703125,-0.99609375,0.040258256,-0.224089812,15.35644531,1.703703472,4027,0,26.16282919,16.97859612,64.89587191,0.013198371,0.008565198,0.73828125,,
23.173015,1324,,,,-0.10546875,0.0546875,-0.9609375,0.039846856,-0.223828141,15.35822392,1.697193095,4025,0,26.06587157,16.79539543,64.43442869,0.013326756,0.008587019,0.73828125,,
23.20481,1324,,,,0,0.1015625,-1.03125,0.039570914,-0.223877676,15.35680103,1.702184388,4024,0,26.14010696,16.67616089,63.79530472,0.013425013,0.008564528,0.736328125,,
23.235005,1324,,,,0.080078125,-0.05078125,-0.98828125,0.039606672,-0.223206432,15.35927391,1.715589949,4020,0,26.35021594,16.67221757,63.2716544,0.013387927,0.008470763,0.734375,,
23.26493,1324,,,,0.01171875,0.033203125,-0.94140625,0.039535156,-0.224790829,15.35720062,1.719762513,4021,0,26.41073793,16.64655766,63.02950606,0.013503743,0.008511342,0.73046875,,
23.298705,1324,,,,0.052734375,0.025390625,-1.078125,0.04050108,-0.223972437,15.3560009,1.728117534,4023,0,26.53697441,17.06196582,64.29506829,0.013127001,0.008440014,0.736328125,,
23.32914,1324,,,,0.04296875,-0.03125,-1.087890625,0.040319828,-0.224096273,15.3570919,1.702717015,4022,0,26.14878168,16.98274391,64.9465972,0.013195528,0.008570046,0.736328125,,
23.360945,1324,,,,0.0625,0.056640625,-1.083984375,0.039754667,-0.223832449,15.35960102,1.697789856,4024,0,26.07737481,16.75089749,64.2353673,0.013362415,0.008583397,0.73046875,,
23.39361,1324,,,,0,0.048828125,-1.083984375,0.039821867,-0.223067898,15.35920143,1.717809388,4019,0,26.3841804,16.76127327,63.52773904,0.013308529,0.008454608,0.734375,,
23.428155,1324,,,,-0.087890625,0.06640625,-0.95703125,0.039989141,-0.222288272,15.3563652,1.712926575,4024,0,26.30432605,16.85064557,64.0603585,0.013191677,0.008450636,0.73828125,,
23.457695,1324,,,,-0.150390625,0.119140625,-0.99609375,0.040258668,-0.223673778,15.35766697,1.706009218,4020,0,26.20032141,16.94925565,64.69102185,0.013196673,0.008537062,0.744140625,,
23.487705,1324,,,,-0.041015625,0.044921875,-0.97265625,0.040010463,-0.223252036,15.35644722,1.716181823,4020,0,26.35445559,16.8454357,63.91873908,0.013252969,0.008471131,0.75,,
23.533085,1324,,,,0.0625,0.072265625,-1.05078125,0.039778914,-0.223421099,15.35720062,1.697301575,4023,0,26.06580081,16.75657078,64.28565499,0.013333343,0.008571427,0.751953125,,
23.565065,1324,,,,-0.068359375,0.068359375,-0.931640625,0.040209596,-0.224098049,15.35733414,1.700231263,4021,0,26.11101961,16.93141532,64.84394548,0.013235636,0.008582509,0.751953125,,
23.59596,1324,,,,0.052734375,-0.029296875,-1.00390625,0.040056219,-0.223860446,15.35760212,1.709020325,4021,0,26.24645417,16.8688615,64.27101121,0.013270632,0.008529169,0.751953125,,
23.63367,1324,,,,-0.111328125,0.169921875,-0.91796875,0.039945052,-0.223548165,15.35680103,1.702672669,4021,0,26.1476054,16.81862808,64.32186744,0.0132917,0.00854947,0.748046875,,
23.668565,1324,,,,-0.041015625,-0.05078125,-0.982421875,0.03979411,-0.22351656,15.35666752,1.733678528,4021,0,26.62352474,16.75814434,62.9448749,0.013337787,0.008395453,0.75,,
23.708285,1324,,,,0.0703125,-0.02734375,-1.00390625,0.040130745,-0.222851832,15.35833454,1.719030091,4022,0,26.40143922,16.90253119,64.02124917,0.013184524,0.008440897,0.759765625,,
23.744525,1324,,,,0.04296875,-0.025390625,-1.0390625,0.03979566,-0.22329904,15.35753918,1.680624911,4021,0,25.81026291,16.75909591,64.93190699,0.01332405,0.00865156,0.75390625,,
23.786545,1324,,,,-0.046875,0.0625,-1.044921875,0.039569159,-0.223326338,15.3563652,1.731570073,4021,0,26.59062242,16.66312529,62.66542026,0.013402428,0.008398688,0.75390625,,
23.81638,1324,,,,-0.033203125,0.052734375,-0.982421875,0.040120946,-0.223236422,15.35714436,1.7226922,4022,0,26.4556328,16.89844287,63.87465004,0.013210473,0.008438143,0.74609375,,
23.845885,1324,,,,0.03125,0.06640625,-1.052734375,0.039812887,-0.223294033,15.35680103,1.711950013,4020,0,26.29007572,16.7609422,63.75387572,0.013322284,0.008493472,0.744140625,,
23.877405,1324,,,,0.037109375,0.125,-1.111328125,0.03961794,-0.223660156,15.3584013,1.711461731,4021,0,26.28531608,16.68177766,63.46424602,0.013407453,0.008508939,0.748046875,,
23.908205,1324,,,,0.025390625,-0.08203125,-1.015625,0.039776218,-0.223616005,15.3579998,1.685094544,4018,0,25.87968167,16.73585727,64.667941,0.013361491,0.008640601,0.744140625,,
23.9379,1324,,,,-0.14453125,0.025390625,-0.96875,0.039835682,-0.223677385,15.35760021,1.699742981,4020,0,26.10397317,16.77000494,64.24311285,0.013337944,0.00856871,0.7421875,,
23.96714,1324,,,,-0.0625,0.048828125,-0.947265625,0.039687337,-0.223573309,15.35733414,1.714011618,4017,0,26.32264913,16.69373965,63.41967925,0.013392644,0.008493572,0.7421875,,
