Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),19DA Temp (ºC),App message,
0,1000,,,,0,0.015625,-1.0078125,-0.00014272,0.000423195,15.45890903,-0.003160073,0,0,0.048851286,0,0,0,0,0.08203125,,,
0,1000,,,,0,0.017578125,-1.001953125,-0.000197429,0.00032305,15.45866585,0.0039422,0,0,0.060941153,0,0,0,0,0.080078125,,,
0.06296,1000,,,,0,0.017578125,-1.00390625,-9.83138E-05,0.000583643,15.45839882,-0.002893737,0,0,0.044732547,0,0,0,0,0.080078125,,,
0.031635,1000,,,,0,0.017578125,-1.017578125,-0.000217401,0.0005438,15.45854473,0.004829984,0,0,0.074664527,0,0,0,0,0.080078125,,,
0.09296,1000,,,,0,0.017578125,-1.001953125,-7.7186E-05,0.00067625,15.45880127,-0.002893737,0,0,0.044733712,0,0,0,0,0.078125,,,
0.12573,1000,,,,0,0.017578125,-0.9921875,-6.95497E-05,0.0001766,15.45700073,0.001500794,0,0,0.023197771,0,0,0,0,0.078125,,,
0.15697,1000,,,,0,0.017578125,-1,-0.000155772,0.000610214,15.45880127,0.005895325,0,0,0.091134658,0,0,0,0,0.078125,26.375,,
0.187895,1000,,,,0,0.017578125,-1.001953125,-0.000159958,0.000581489,15.45866776,0.009367547,0,0,0.144809798,0,0,0,0,0.078125,,,
0.221165,1000,,,,0,0.017578125,-0.998046875,-0.000194365,0.00047919,15.45854473,0.002166632,0,0,0.033492973,0,0,0,0,0.078125,,,
0.260145,1000,,,,0,0.017578125,-0.998046875,-0.000250026,0.000646099,15.45745277,0.001278848,0,0,0.019767725,0,0,0,0,0.078125,,,
0.291625,1000,,,,-0.0078125,0.025390625,-0.998046875,-0.000249191,-0.000157217,15.45857143,0.00533729,0,0,0.082506873,0,0,0,0,0.078125,,,
0.32331,1000,,,,0,0.017578125,-1.015625,-0.000258948,9.04539E-05,15.45880127,0.009801575,0,0,0.151520601,0,0,0,0,0.078125,,,
0.36474,1000,,,,0,0.017578125,-1.013671875,-0.000171399,0.000184488,15.46036434,0.0039422,0,0,0.060947849,0,0,0,0,0.078125,,,
0.397995,1000,,,,-0.0078125,0.0234375,-1.01171875,-0.000297001,2.15366E-05,15.45914268,0.004639745,0,0,0.071726477,0,0,0,0,0.076171875,,,
0.429345,1000,,,,0,0.017578125,-1.01171875,0.000163612,0.000430006,15.46000099,-0.000496721,0,0,0,0,0,0,0,0.076171875,,,
0.46218,1000,,,,0,0.015625,-0.9921875,-0.000131114,0.000407769,15.45800018,-0.00777655,0,0,0.12020991,0,0,0,0,0.076171875,,,
0.49789,1000,,,,0,0.017578125,-1.00390625,-3.1372E-05,0.000331664,15.45966721,0.000686992,0,0,0.010620668,0,0,0,0,0.076171875,,,
0.53008,1000,,,,0,0.015625,-1.001953125,-7.08051E-05,2.94244E-05,15.45833492,0.004756002,0,0,0.073519869,0,0,0,0,0.076171875,,,
0.5655,1000,,,,0,0.01953125,-1.001953125,-6.08417E-05,0.000729365,15.45818138,0.005717768,0,0,0.088386301,0,0,0,0,0.076171875,,,
0.60256,1000,,,,0,0.015625,-0.998046875,-4.93144E-05,-0.000168713,15.45833492,0.001500794,0,0,0.023199773,0,0,0,0,0.076171875,,,
0.641085,1000,,,,0,0.017578125,-0.994140625,-0.000114238,-3.44586E-05,15.45733261,-0.003382019,0,0,0.052276988,0,0,0,0,0.076171875,,,
0.67986,1000,,,,0,0.015625,-1.001953125,7.67773E-05,0.000777473,15.45815182,0.000937392,0,0,0.014490349,0,0,0,0,0.076171875,,,
0.7215,1000,,,,0,0.017578125,-1.0078125,-2.57308E-05,0.000660448,15.46028805,0.001849566,0,0,0.028594819,0,0,0,0,0.076171875,,,
0.7645,1000,,,,0,0.017578125,-1.0078125,-7.97611E-05,0.000727212,15.45771503,-0.000243068,0,0,0,0,0,0,0,0.076171875,,,
0.79622,1000,,,,0,0.015625,-1.005859375,4.60646E-05,0.000774242,15.45813274,-0.003219259,0,0,0.049763731,0,0,0,0,0.076171875,,,
0.82788,1000,,,,0,0.017578125,-0.994140625,5.70173E-05,0.000614871,15.45800018,-0.000940612,0,0,0.014539987,0,0,0,0,0.07421875,,,
0.85848,1000,,,,0,0.015625,-0.9921875,-0.00014648,0.000633177,15.45818424,0.005717768,0,0,0.088386318,0,0,0,0,0.07421875,,,
0.8945,1000,,,,0,0.017578125,-1.0078125,-7.44754E-05,0.000525494,15.46000099,0.004918763,0,0,0.076044074,0,0,0,0,0.07421875,,,
0.92568,1000,,,,0,0.017578125,-0.990234375,1.2093E-05,0.000323776,15.45800018,0.0039422,0,0,0.060938529,0,0,0,0,0.07421875,,,
0.956705,1000,,,,0,0.015625,-1.015625,5.78222E-06,3.8766E-05,15.45963764,0.000391063,0,0,0,0,0,0,0,0.07421875,,,
0.991445,1000,,,,0,0.017578125,-0.99609375,-0.000223374,-0.000134954,15.45822334,0.005027269,0,0,0.077712648,0,0,0,0,0.07421875,,,
1.02169,1000,,,,0,0.017578125,-1.005859375,-0.000150553,0.000363969,15.45818424,0.005717768,0,0,0.088386318,0,0,0,0,0.07421875,,,
1.05474,1000,,,,0,0.017578125,-0.990234375,-5.47889E-05,0.000555645,15.45900059,-0.004602722,0,0,0.071153479,0,0,0,0,0.07421875,26.375,,
1.085865,1000,,,,0,0.017578125,-1.017578125,1.79734E-05,0.000773892,15.45920086,-0.002893737,0,0,0.044734868,0,0,0,0,0.07421875,,,
1.11854,1000,,,,0,0.01953125,-1.00390625,2.22627E-05,0.000506111,15.45854473,0.00838112,0,0,0.129559926,0,0,0,0,0.07421875,,,
1.148875,1000,,,,0,0.017578125,-0.9921875,1.19683E-05,0.000667636,15.45854568,0.006605552,0,0,0.102112229,0,0,0,0,0.07421875,,,
1.178695,1000,,,,0,0.017578125,-1.015625,6.62772E-06,0.000839929,15.45919991,0.002965638,0,0,0.045846384,0,0,0,0,0.07421875,,,
